day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,4930759,4930759,100.00,14,0,0,
2025-12-15,4930759,4930759,100.00,14,0,0,
2025-12-16,4930759,4930759,100.00,14,0,0,
2025-12-17,4930759,4930759,100.00,14,0,0,
2025-12-18,4930759,4930759,100.00,14,0,0,
2025-12-19,4930759,4930759,100.00,14,0,0,
2025-12-20,4930759,4930759,100.00,14,0,0,
2025-12-21,4930759,4930759,100.00,14,0,0,
2025-12-22,4930759,4930759,100.00,14,0,0,
2025-12-23,4930759,4930759,100.00,14,0,0,
2025-12-24,4930759,4930759,100.00,14,0,0,
2025-12-25,4930759,4930759,100.00,14,0,0,
2025-12-26,4930759,4930759,100.00,14,0,0,
2025-12-27,4930759,4930759,100.00,14,0,0,
2025-12-28,4930759,4930759,100.00,14,0,0,
2025-12-29,4930759,4930759,100.00,14,0,0,
2025-12-30,4930759,4930759,100.00,14,0,0,
2025-12-31,4930759,4930759,100.00,14,0,0,
2026-1-1,4930759,4930759,100.00,14,0,0,
2026-1-2,4930759,4930759,100.00,14,0,0,
2026-1-3,4930759,4930759,100.00,14,0,0,
2026-1-4,4930759,4930759,100.00,14,0,0,
2026-1-5,4930759,4930759,100.00,14,0,0,
2026-1-6,4930759,4930759,100.00,14,0,0,
2026-1-7,4930759,4930759,100.00,14,0,0,
2026-1-8,4930759,4930759,100.00,14,0,0,
2026-1-9,4930759,4930759,100.00,14,0,0,
2026-1-10,4930759,4930759,100.00,14,0,0,
2026-1-11,4930759,4930759,100.00,14,0,0,
2026-1-12,4930759,4930759,100.00,14,0,0,
