day,region,nodes_count,xdr_permyriad
14-06-2025,Asia:IN,2,672382.9675
15-06-2025,Asia:IN,2,672382.9675
16-06-2025,Asia:IN,2,672382.9675
17-06-2025,Asia:IN,2,672382.9675
18-06-2025,Asia:IN,2,672382.9675
19-06-2025,Asia:IN,2,672382.9675
20-06-2025,Asia:IN,2,672382.9675
21-06-2025,Asia:IN,2,672382.9675
22-06-2025,Asia:IN,2,672382.9675
23-06-2025,Asia:IN,2,672382.9675
24-06-2025,Asia:IN,2,672382.9675
25-06-2025,Asia:IN,2,672382.9675
26-06-2025,Asia:IN,2,672382.9675
27-06-2025,Asia:IN,2,672382.9675
28-06-2025,Asia:IN,2,672382.9675
29-06-2025,Asia:IN,2,672382.9675
30-06-2025,Asia:IN,2,672382.9675
01-07-2025,Asia:IN,2,672382.9675
02-07-2025,Asia:IN,2,672382.9675
03-07-2025,Asia:IN,2,672382.9675
04-07-2025,Asia:IN,2,672382.9675
05-07-2025,Asia:IN,2,672382.9675
06-07-2025,Asia:IN,2,672382.9675
07-07-2025,Asia:IN,2,672382.9675
08-07-2025,Asia:IN,2,672382.9675
09-07-2025,Asia:IN,2,672382.9675
10-07-2025,Asia:IN,2,672382.9675
11-07-2025,Asia:IN,2,672382.9675
12-07-2025,Asia:IN,2,672382.9675
13-07-2025,Asia:IN,2,672382.9675
