day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,3829472,3829472,100.00,6,6,0,
2025-12-15,3829472,3829472,100.00,6,6,0,
2025-12-16,3829472,3829472,100.00,6,6,0,
2025-12-17,3829472,3829472,100.00,6,6,0,
2025-12-18,3829472,3829472,100.00,6,6,0,
2025-12-19,3829472,3829472,100.00,6,6,0,
2025-12-20,3829472,3829472,100.00,6,6,0,
2025-12-21,3829472,3829472,100.00,6,6,0,
2025-12-22,3829472,3829472,100.00,6,6,0,
2025-12-23,3829472,3829472,100.00,6,6,0,
2025-12-24,3829472,3829472,100.00,6,6,0,
2025-12-25,3829472,3829472,100.00,6,6,0,
2025-12-26,3829472,3829472,100.00,6,6,0,
2025-12-27,3829472,3829472,100.00,6,6,0,
2025-12-28,3829472,3829472,100.00,6,6,0,
2025-12-29,3829472,3829472,100.00,6,6,0,
2025-12-30,3829472,3829472,100.00,6,6,0,
2025-12-31,3829472,3829472,100.00,6,6,0,
2026-1-1,3829472,3829472,100.00,6,6,0,
2026-1-2,3829472,3829472,100.00,6,6,0,
2026-1-3,3829472,3829472,100.00,6,6,0,
2026-1-4,3829472,3829472,100.00,6,6,0,
2026-1-5,3829472,3829472,100.00,6,6,0,
2026-1-6,3829472,3829472,100.00,6,6,0,
2026-1-7,3829472,3829472,100.00,6,6,0,
2026-1-8,3829472,3829472,100.00,6,6,0,
2026-1-9,3829472,3829472,100.00,6,6,0,
2026-1-10,3829472,3829472,100.00,6,6,0,
2026-1-11,3829472,3829472,100.00,6,6,0,
2026-1-12,3829472,3829472,100.00,6,6,0,
