day,region,nodes_count,xdr_permyriad
14-06-2025,Europe:CZ,1,506447.6386
14-06-2025,Europe:EE,1,506447.6386
14-06-2025,Europe:ES,1,506447.6386
14-06-2025,Europe:LT,1,506447.6386
14-06-2025,Europe:LV,1,506447.6386
14-06-2025,Europe:PL,1,506447.6386
14-06-2025,Europe:PT,1,506447.6386
15-06-2025,Europe:CZ,1,506447.6386
15-06-2025,Europe:EE,1,506447.6386
15-06-2025,Europe:ES,1,506447.6386
15-06-2025,Europe:LT,1,506447.6386
15-06-2025,Europe:LV,1,506447.6386
15-06-2025,Europe:PL,1,506447.6386
15-06-2025,Europe:PT,1,506447.6386
16-06-2025,Europe:CZ,1,506447.6386
16-06-2025,Europe:EE,1,506447.6386
16-06-2025,Europe:ES,1,506447.6386
16-06-2025,Europe:LT,1,506447.6386
16-06-2025,Europe:LV,1,506447.6386
16-06-2025,Europe:PL,1,506447.6386
16-06-2025,Europe:PT,1,506447.6386
17-06-2025,Europe:CZ,1,506447.6386
17-06-2025,Europe:EE,1,506447.6386
17-06-2025,Europe:ES,1,506447.6386
17-06-2025,Europe:LT,1,506447.6386
17-06-2025,Europe:LV,1,506447.6386
17-06-2025,Europe:PL,1,506447.6386
17-06-2025,Europe:PT,1,506447.6386
18-06-2025,Europe:CZ,1,506447.6386
18-06-2025,Europe:EE,1,506447.6386
18-06-2025,Europe:ES,1,506447.6386
18-06-2025,Europe:LT,1,506447.6386
18-06-2025,Europe:LV,1,506447.6386
18-06-2025,Europe:PL,1,506447.6386
18-06-2025,Europe:PT,1,506447.6386
19-06-2025,Europe:CZ,1,506447.6386
19-06-2025,Europe:EE,1,506447.6386
19-06-2025,Europe:ES,1,506447.6386
19-06-2025,Europe:LT,1,506447.6386
19-06-2025,Europe:LV,1,506447.6386
19-06-2025,Europe:PL,1,506447.6386
19-06-2025,Europe:PT,1,506447.6386
20-06-2025,Europe:CZ,1,506447.6386
20-06-2025,Europe:EE,1,506447.6386
20-06-2025,Europe:ES,1,506447.6386
20-06-2025,Europe:LT,1,506447.6386
20-06-2025,Europe:LV,1,506447.6386
20-06-2025,Europe:PL,1,506447.6386
20-06-2025,Europe:PT,1,506447.6386
21-06-2025,Europe:CZ,1,506447.6386
21-06-2025,Europe:EE,1,506447.6386
21-06-2025,Europe:ES,1,506447.6386
21-06-2025,Europe:LT,1,506447.6386
21-06-2025,Europe:LV,1,506447.6386
21-06-2025,Europe:PL,1,506447.6386
21-06-2025,Europe:PT,1,506447.6386
22-06-2025,Europe:CZ,1,506447.6386
22-06-2025,Europe:EE,1,506447.6386
22-06-2025,Europe:ES,1,506447.6386
22-06-2025,Europe:LT,1,506447.6386
22-06-2025,Europe:LV,1,506447.6386
22-06-2025,Europe:PL,1,506447.6386
22-06-2025,Europe:PT,1,506447.6386
23-06-2025,Europe:CZ,1,506447.6386
23-06-2025,Europe:EE,1,506447.6386
23-06-2025,Europe:ES,1,506447.6386
23-06-2025,Europe:LT,1,506447.6386
23-06-2025,Europe:LV,1,506447.6386
23-06-2025,Europe:PL,1,506447.6386
23-06-2025,Europe:PT,1,506447.6386
24-06-2025,Europe:CZ,1,506447.6386
24-06-2025,Europe:EE,1,506447.6386
24-06-2025,Europe:ES,1,506447.6386
24-06-2025,Europe:LT,1,506447.6386
24-06-2025,Europe:LV,1,506447.6386
24-06-2025,Europe:PL,1,506447.6386
24-06-2025,Europe:PT,1,506447.6386
25-06-2025,Europe:CZ,1,506447.6386
25-06-2025,Europe:EE,1,506447.6386
25-06-2025,Europe:ES,1,506447.6386
25-06-2025,Europe:LT,1,506447.6386
25-06-2025,Europe:LV,1,506447.6386
25-06-2025,Europe:PL,1,506447.6386
25-06-2025,Europe:PT,1,506447.6386
26-06-2025,Europe:CZ,1,506447.6386
26-06-2025,Europe:EE,1,506447.6386
26-06-2025,Europe:ES,1,506447.6386
26-06-2025,Europe:LT,1,506447.6386
26-06-2025,Europe:LV,1,506447.6386
26-06-2025,Europe:PL,1,506447.6386
26-06-2025,Europe:PT,1,506447.6386
27-06-2025,Europe:CZ,1,506447.6386
27-06-2025,Europe:EE,1,506447.6386
27-06-2025,Europe:ES,1,506447.6386
27-06-2025,Europe:LT,1,506447.6386
27-06-2025,Europe:LV,1,506447.6386
27-06-2025,Europe:PL,1,506447.6386
27-06-2025,Europe:PT,1,506447.6386
28-06-2025,Europe:CZ,1,506447.6386
28-06-2025,Europe:EE,1,506447.6386
28-06-2025,Europe:ES,1,506447.6386
28-06-2025,Europe:LT,1,506447.6386
28-06-2025,Europe:LV,1,506447.6386
28-06-2025,Europe:PL,1,506447.6386
28-06-2025,Europe:PT,1,506447.6386
29-06-2025,Europe:CZ,1,506447.6386
29-06-2025,Europe:EE,1,506447.6386
29-06-2025,Europe:ES,1,506447.6386
29-06-2025,Europe:LT,1,506447.6386
29-06-2025,Europe:LV,1,506447.6386
29-06-2025,Europe:PL,1,506447.6386
29-06-2025,Europe:PT,1,506447.6386
30-06-2025,Europe:CZ,1,506447.6386
30-06-2025,Europe:EE,1,506447.6386
30-06-2025,Europe:ES,1,506447.6386
30-06-2025,Europe:LT,1,506447.6386
30-06-2025,Europe:LV,1,506447.6386
30-06-2025,Europe:PL,1,506447.6386
30-06-2025,Europe:PT,1,506447.6386
01-07-2025,Europe:CZ,1,506447.6386
01-07-2025,Europe:EE,1,506447.6386
01-07-2025,Europe:ES,1,506447.6386
01-07-2025,Europe:LT,1,506447.6386
01-07-2025,Europe:LV,1,506447.6386
01-07-2025,Europe:PL,1,506447.6386
01-07-2025,Europe:PT,1,506447.6386
02-07-2025,Europe:CZ,1,506447.6386
02-07-2025,Europe:EE,1,506447.6386
02-07-2025,Europe:ES,1,506447.6386
02-07-2025,Europe:LT,1,506447.6386
02-07-2025,Europe:LV,1,506447.6386
02-07-2025,Europe:PL,1,506447.6386
02-07-2025,Europe:PT,1,506447.6386
03-07-2025,Europe:CZ,1,506447.6386
03-07-2025,Europe:EE,1,506447.6386
03-07-2025,Europe:ES,1,506447.6386
03-07-2025,Europe:LT,1,506447.6386
03-07-2025,Europe:LV,1,506447.6386
03-07-2025,Europe:PL,1,506447.6386
03-07-2025,Europe:PT,1,506447.6386
04-07-2025,Europe:CZ,1,506447.6386
04-07-2025,Europe:EE,1,506447.6386
04-07-2025,Europe:ES,1,506447.6386
04-07-2025,Europe:LT,1,506447.6386
04-07-2025,Europe:LV,1,506447.6386
04-07-2025,Europe:PL,1,506447.6386
04-07-2025,Europe:PT,1,506447.6386
05-07-2025,Europe:CZ,1,506447.6386
05-07-2025,Europe:EE,1,506447.6386
05-07-2025,Europe:ES,1,506447.6386
05-07-2025,Europe:LT,1,506447.6386
05-07-2025,Europe:LV,1,506447.6386
05-07-2025,Europe:PL,1,506447.6386
05-07-2025,Europe:PT,1,506447.6386
06-07-2025,Europe:CZ,1,506447.6386
06-07-2025,Europe:EE,1,506447.6386
06-07-2025,Europe:ES,1,506447.6386
06-07-2025,Europe:LT,1,506447.6386
06-07-2025,Europe:LV,1,506447.6386
06-07-2025,Europe:PL,1,506447.6386
06-07-2025,Europe:PT,1,506447.6386
