day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,9498648,9391398,98.87,17,13,1,c6kyc
2025-12-15,9498648,9296982,97.88,17,13,1,c6kyc
2025-12-16,9498648,9329128,98.22,17,13,1,c6kyc
2025-12-17,9498648,9310654,98.02,17,13,1,c6kyc
2025-12-18,9498648,9365045,98.59,17,13,1,c6kyc
2025-12-19,9498648,9356287,98.50,17,13,1,c6kyc
2025-12-20,9498648,9330039,98.22,17,13,1,c6kyc
2025-12-21,9498648,9372425,98.67,17,13,1,c6kyc
2025-12-22,9498648,9408896,99.06,17,13,2,"c6kyc, gn36d"
2025-12-23,9498648,9429525,99.27,17,13,1,c6kyc
2025-12-24,9498648,9266435,97.56,17,13,1,c6kyc
2025-12-25,9498648,9182484,96.67,17,13,1,c6kyc
2025-12-26,9498648,9123027,96.05,17,13,1,c6kyc
2025-12-27,9498648,9110561,95.91,17,13,1,c6kyc
2025-12-28,9498648,9197241,96.83,17,13,1,c6kyc
2025-12-29,9498648,9240714,97.28,17,14,2,"c6kyc, s5waw"
2025-12-30,9498648,9215768,97.02,17,14,1,c6kyc
2025-12-31,9498648,9427522,99.25,17,14,1,c6kyc
2026-1-1,9498648,9326430,98.19,17,14,1,c6kyc
2026-1-2,9498648,9383503,98.79,17,14,1,c6kyc
2026-1-3,9498648,9438586,99.37,17,14,1,c6kyc
2026-1-4,9498648,9470368,99.70,17,14,1,c6kyc
2026-1-5,9498648,9444357,99.43,17,14,1,c6kyc
2026-1-6,9498648,9389723,98.85,17,14,1,c6kyc
2026-1-7,9498648,9317975,98.10,17,14,2,"c6kyc, s5waw"
2026-1-8,9498648,9358907,98.53,17,14,1,c6kyc
2026-1-9,9498648,9407719,99.04,17,14,1,c6kyc
2026-1-10,9498648,9365657,98.60,17,14,2,"c6kyc, s5waw"
2026-1-11,9498648,9378585,98.74,17,14,1,c6kyc
2026-1-12,9498648,9282717,97.73,17,14,2,"c6kyc, s5waw"
