day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,13131038,13131038,100.00,18,12,0,
2025-12-15,13131038,13131038,100.00,18,12,0,
2025-12-16,13131038,13131038,100.00,18,12,0,
2025-12-17,13131038,13131038,100.00,18,12,0,
2025-12-18,13131038,13131038,100.00,18,12,0,
2025-12-19,13131038,13131038,100.00,18,12,0,
2025-12-20,13131038,13131038,100.00,18,12,0,
2025-12-21,13131038,13131038,100.00,18,12,0,
2025-12-22,13131038,13131038,100.00,18,12,0,
2025-12-23,13131038,13131038,100.00,18,12,0,
2025-12-24,13131038,13131038,100.00,18,12,0,
2025-12-25,13131038,13111953,99.85,18,12,1,mcmqr
2025-12-26,13131038,13129940,99.99,18,12,1,mcmqr
2025-12-27,13131038,13131038,100.00,18,12,0,
2025-12-28,13131038,13131038,100.00,18,12,0,
2025-12-29,13131038,13131038,100.00,18,12,0,
2025-12-30,13131038,13079879,99.61,18,12,1,mcmqr
2025-12-31,13131038,13131038,100.00,18,12,0,
2026-1-1,13131038,13097978,99.75,18,12,1,mcmqr
2026-1-2,13131038,12944715,98.58,18,12,1,mcmqr
2026-1-3,13131038,13089231,99.68,18,12,1,mcmqr
2026-1-4,13131038,12409509,94.51,18,13,2,"mcmqr, zflhz"
2026-1-5,13131038,12788698,97.39,18,12,1,zflhz
2026-1-6,13131038,12482890,95.06,18,12,1,zflhz
2026-1-7,13131038,12880908,98.10,18,12,1,zflhz
2026-1-8,13131038,13119812,99.91,18,12,1,zflhz
2026-1-9,13131038,13131038,100.00,18,12,0,
2026-1-10,13131038,13131038,100.00,18,12,0,
2026-1-11,13131038,13131038,100.00,18,12,0,
2026-1-12,13131038,13131038,100.00,18,12,0,
