day,total_adjusted_rewards_xdr_permyriad,nodes_in_registry,underperforming_nodes
14-06-2025,14149650.9240,41,
15-06-2025,14149650.9240,41,
16-06-2025,14149650.9240,41,
17-06-2025,14149650.9240,41,
18-06-2025,14149650.9240,41,
19-06-2025,14149650.9240,41,
20-06-2025,14149650.9240,41,
23-06-2025,14149650.9240,41,
24-06-2025,14149650.9240,41,
25-06-2025,14149650.9240,41,
26-06-2025,14149650.9240,41,
27-06-2025,14149650.9240,41,
28-06-2025,14149650.9240,41,
29-06-2025,14149650.9240,41,
30-06-2025,14149650.9240,41,
