day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,13853963,13853963,100.00,42,10,0,
2025-12-15,13853963,13853963,100.00,42,10,0,
2025-12-16,13853963,13853963,100.00,42,10,0,
2025-12-17,13853963,13853963,100.00,42,10,0,
2025-12-18,13853963,13853963,100.00,42,10,0,
2025-12-19,13853963,13853963,100.00,42,10,0,
2025-12-20,13853963,13853963,100.00,42,10,0,
2025-12-21,13853963,13853963,100.00,42,10,0,
2025-12-22,13853963,13777837,99.45,42,10,1,agtd6
2025-12-23,13853963,13853963,100.00,42,10,0,
2025-12-24,13853963,13853963,100.00,42,10,0,
2025-12-25,13853963,13853963,100.00,42,10,0,
2025-12-26,13853963,13664412,98.63,42,10,1,agtd6
2025-12-27,13853963,13853963,100.00,42,10,0,
2025-12-28,13853963,13853963,100.00,42,10,0,
2025-12-29,13853963,13853963,100.00,42,10,0,
2025-12-30,13853963,13853963,100.00,42,10,0,
2025-12-31,13853963,13853963,100.00,42,10,0,
2026-1-1,13853963,13853963,100.00,42,10,0,
2026-1-2,13853963,13840864,99.91,42,10,1,agtd6
2026-1-3,13853963,13809990,99.68,42,10,1,agtd6
2026-1-4,13853963,13853963,100.00,42,10,0,
2026-1-5,13853963,13853963,100.00,42,10,0,
2026-1-6,13853963,13597951,98.15,42,10,1,xszxr
2026-1-7,13853963,13745750,99.22,42,10,1,xszxr
2026-1-8,13853963,13853963,100.00,42,10,0,
2026-1-9,13853963,13853963,100.00,42,10,0,
2026-1-10,13853963,13853963,100.00,42,10,0,
2026-1-11,13853963,13853963,100.00,42,10,0,
2026-1-12,13853963,13853963,100.00,42,10,0,
