node_reward_type,region,monthly_xdr_permyriad,daily_xdr_permyriad
Type1,"Europe,SI,Ljubljana",0.0000,0.0000
Type1,"Europe,SI,Maribor",0.0000,0.0000
Type1dot1,"Europe,SI,Maribor",11520000.0000,378480.4928
