day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-18,506447,506447,100.00,1,0,0,
2025-12-19,506447,506447,100.00,1,0,0,
2025-12-20,506447,506447,100.00,1,0,0,
2025-12-21,506447,506447,100.00,1,0,0,
2025-12-22,506447,506447,100.00,1,0,0,
2025-12-23,506447,506447,100.00,1,0,0,
2025-12-24,506447,506447,100.00,1,0,0,
2025-12-25,506447,506447,100.00,1,0,0,
2025-12-26,506447,506447,100.00,1,0,0,
2025-12-27,506447,506447,100.00,1,0,0,
2025-12-28,506447,506447,100.00,1,0,0,
2025-12-29,506447,506447,100.00,1,0,0,
2025-12-30,506447,506447,100.00,1,0,0,
2025-12-31,506447,506447,100.00,1,0,0,
2026-1-1,506447,506447,100.00,1,0,0,
2026-1-2,506447,506447,100.00,1,0,0,
2026-1-3,506447,506447,100.00,1,0,0,
2026-1-4,506447,506447,100.00,1,0,0,
2026-1-5,506447,506447,100.00,1,0,0,
2026-1-6,506447,506447,100.00,1,0,0,
2026-1-7,506447,506447,100.00,1,0,0,
2026-1-8,506447,506447,100.00,1,0,0,
2026-1-9,506447,506447,100.00,1,0,0,
2026-1-10,506447,506447,100.00,1,0,0,
2026-1-11,506447,506447,100.00,1,0,0,
2026-1-12,506447,506447,100.00,1,0,0,
