day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,4930759,4930759,100.00,14,3,0,
2025-12-15,4930759,4930759,100.00,14,3,0,
2025-12-16,4930759,4930759,100.00,14,3,0,
2025-12-17,4930759,4930759,100.00,14,3,0,
2025-12-18,4930759,4803172,97.41,14,3,12,"2mjgp, 2n6eu, 7zf3w, cjiry, cvic3, dvtqe, edmjn, icbco, jd4tu, m22uy, qowce, rkzu3"
2025-12-19,4930759,4930759,100.00,14,3,0,
2025-12-20,4930759,4930759,100.00,14,3,0,
2025-12-21,4930759,4930759,100.00,14,3,0,
2025-12-22,4930759,4930759,100.00,14,3,0,
2025-12-23,4930759,4930759,100.00,14,3,0,
2025-12-24,4930759,4930759,100.00,14,3,0,
2025-12-25,4930759,4930759,100.00,14,3,0,
2025-12-26,4930759,4850239,98.37,14,3,1,cvic3
2025-12-27,4930759,4930759,100.00,14,3,0,
2025-12-28,4930759,4930759,100.00,14,3,0,
2025-12-29,4930759,4930759,100.00,14,3,0,
2025-12-30,4930759,4930759,100.00,14,3,0,
2025-12-31,4930759,4930759,100.00,14,3,0,
2026-1-1,4930759,4930759,100.00,14,3,0,
2026-1-2,4930759,4930759,100.00,14,3,0,
2026-1-3,4930759,4889439,99.16,14,3,1,cvic3
2026-1-4,4930759,4925447,99.89,14,3,1,cvic3
2026-1-5,4930759,4928180,99.95,14,3,1,cvic3
2026-1-6,4930759,4930759,100.00,14,3,0,
2026-1-7,4930759,4930759,100.00,14,3,0,
2026-1-8,4930759,4930759,100.00,14,3,0,
2026-1-9,4930759,4930759,100.00,14,3,0,
2026-1-10,4930759,4505874,91.38,14,3,12,"2mjgp, 2n6eu, 7zf3w, cjiry, cvic3, dvtqe, edmjn, icbco, jd4tu, m22uy, qowce, rkzu3"
2026-1-11,4930759,4368650,88.60,14,3,12,"2mjgp, 2n6eu, 7zf3w, cjiry, cvic3, dvtqe, edmjn, icbco, jd4tu, m22uy, qowce, rkzu3"
2026-1-12,4930759,4263743,86.47,14,3,12,"2mjgp, 2n6eu, 7zf3w, cjiry, cvic3, dvtqe, edmjn, icbco, jd4tu, m22uy, qowce, rkzu3"
