day_utc,monthly_xdr_permyriad,daily_xdr_permyriad,node_reward_type,region
2026-1-8,15415000,506447.6386036961,type3.1,"Europe,CH,Ticino"
2026-1-9,15415000,506447.6386036961,type3.1,"Europe,CH,Ticino"
2026-1-10,15415000,506447.6386036961,type3.1,"Europe,CH,Ticino"
2026-1-11,15415000,506447.6386036961,type3.1,"Europe,CH,Ticino"
2026-1-12,15415000,506447.6386036961,type3.1,"Europe,CH,Ticino"
