name,node_type,ipv6,principal,subnet,physical_system
mercury.ge1-dll07.217,external,2a0f:cd00:2:1:5000:91ff:fe66:c677,,,ge1-dll07.ge1.dfinity.network
mercury.ge1-dll08.228,external,2a0f:cd00:2:1:5000:a2ff:fe3c:9acb,,,ge1-dll08.ge1.dfinity.network
mercury.ge1-dll09.98,external,2a0f:cd00:2:1:5000:57ff:fec3:b9dc,,,ge1-dll09.ge1.dfinity.network
mercury.ge1-dll10.252,external,2a0f:cd00:2:1:5000:2aff:fe25:4de8,,,ge1-dll10.ge1.dfinity.network
mercury.ge1-dll11.521,external,2a0f:cd00:2:1:5000:78ff:fe96:222c,,,ge1-dll11.ge1.dfinity.network
mercury.ge1-dll12.522,external,2a0f:cd00:2:1:5000:b9ff:fe98:61ac,,,ge1-dll12.ge1.dfinity.network
mercury.ge1-dll13.523,external,2a0f:cd00:2:1:5000:9dff:fe8f:7374,,,ge1-dll13.ge1.dfinity.network
mercury.ge1-dll14.355,external,2a0f:cd00:2:1:5000:fbff:fe19:369a,,,ge1-dll14.ge1.dfinity.network
mercury.ge1-dll15.356,external,2a0f:cd00:2:1:5000:8eff:fe44:adc6,,,ge1-dll15.ge1.dfinity.network
mercury.ge1-dll16.357,external,2a0f:cd00:2:1:5000:abff:fe88:ae6e,,,ge1-dll16.ge1.dfinity.network
mercury.ge1-dll17.358,external,2a0f:cd00:2:1:5000:6eff:fe7e:4a9b,,,ge1-dll17.ge1.dfinity.network
mercury.ge1-dll18.359,external,2a0f:cd00:2:1:5000:72ff:fe8f:3f92,,,ge1-dll18.ge1.dfinity.network
mercury.ge1-dll19.360,external,2a0f:cd00:2:1:5000:b8ff:feaa:594e,,,ge1-dll19.ge1.dfinity.network
mercury.ge1-dll20.361,external,2a0f:cd00:2:1:5000:64ff:fea8:dd9e,,,ge1-dll20.ge1.dfinity.network
mercury.ge1-dll21.362,external,2a0f:cd00:2:1:5000:c1ff:fe25:6e38,,,ge1-dll21.ge1.dfinity.network
mercury.ge1-dll22.363,external,2a0f:cd00:2:1:5000:64ff:fe8b:d69,,,ge1-dll22.ge1.dfinity.network
mercury.ge1-dll23.364,external,2a0f:cd00:2:1:5000:4dff:fe0a:b518,,,ge1-dll23.ge1.dfinity.network
mercury.ge1-dll24.365,external,2a0f:cd00:2:1:5000:69ff:fe61:f423,,,ge1-dll24.ge1.dfinity.network
mercury.ge1-dll25.366,external,2a0f:cd00:2:1:5000:d3ff:fe98:2d1f,,,ge1-dll25.ge1.dfinity.network
mercury.ge2-dll01.191,external,2a00:fa0:3:0:5000:2dff:fee9:b0e,,,ge2-dll01.ge2.dfinity.network
mercury.ge2-dll02.35,external,2a00:fa0:3:0:5000:4fff:fe2e:78b4,,,ge2-dll02.ge2.dfinity.network
mercury.ge2-dll03.166,external,2a00:fa0:3:0:5000:56ff:fe1a:e57f,,,ge2-dll03.ge2.dfinity.network
mercury.ge2-dll04.153,external,2a00:fa0:3:0:5000:27ff:fe2e:6870,,,ge2-dll04.ge2.dfinity.network
mercury.ge2-dll05.45,external,2a00:fa0:3:0:5000:72ff:fee0:3a1c,,,ge2-dll05.ge2.dfinity.network
mercury.ge2-dll06.60,external,2a00:fa0:3:0:5000:edff:fe17:147f,,,ge2-dll06.ge2.dfinity.network
mercury.ge2-dll07.18,external,2a00:fa0:3:0:5000:68ff:fece:922e,,,ge2-dll07.ge2.dfinity.network
mercury.ge2-dll08.204,external,2a00:fa0:3:0:5000:9dff:fe35:fbc3,,,ge2-dll08.ge2.dfinity.network
mercury.ge2-dll09.218,external,2a00:fa0:3:0:5000:37ff:fe5e:b6b9,,,ge2-dll09.ge2.dfinity.network
mercury.ge2-dll10.229,external,2a00:fa0:3:0:5000:dfff:fed0:5592,,,ge2-dll10.ge2.dfinity.network
mercury.ge2-dll11.253,external,2a00:fa0:3:0:5000:f6ff:fe1f:53f9,,,ge2-dll11.ge2.dfinity.network
mercury.ge2-dll12.254,external,2a00:fa0:3:0:5000:7dff:fe0a:4ec2,,,ge2-dll12.ge2.dfinity.network
mercury.ge2-dll13.524,external,2a00:fa0:3:0:5000:5aff:fe89:b5fc,,,ge2-dll13.ge2.dfinity.network
mercury.ge2-dll14.525,external,2a00:fa0:3:0:5000:18ff:fe55:ffb8,,,ge2-dll14.ge2.dfinity.network
mercury.ge2-dll15.367,external,2a00:fa0:3:0:5000:51ff:fe40:3fa1,,,ge2-dll15.ge2.dfinity.network
mercury.ge2-dll16.368,external,2a00:fa0:3:0:5000:17ff:fe7a:668f,,,ge2-dll16.ge2.dfinity.network
mercury.ge2-dll17.369,external,2a00:fa0:3:0:5000:c2ff:fe86:68e1,,,ge2-dll17.ge2.dfinity.network
mercury.ge2-dll18.370,external,2a00:fa0:3:0:5000:d3ff:fefc:b8bb,,,ge2-dll18.ge2.dfinity.network
mercury.ge2-dll19.371,external,2a00:fa0:3:0:5000:63ff:fe30:272e,,,ge2-dll19.ge2.dfinity.network
mercury.ge2-dll20.372,external,2a00:fa0:3:0:5000:91ff:febd:8985,,,ge2-dll20.ge2.dfinity.network
mercury.ge2-dll21.373,external,2a00:fa0:3:0:5000:7fff:feab:55b0,,,ge2-dll21.ge2.dfinity.network
mercury.ge2-dll22.374,external,2a00:fa0:3:0:5000:ffff:fe44:cb18,,,ge2-dll22.ge2.dfinity.network
mercury.ge2-dll23.375,external,2a00:fa0:3:0:5000:11ff:fe8b:a888,,,ge2-dll23.ge2.dfinity.network
mercury.ge2-dll24.376,external,2a00:fa0:3:0:5000:53ff:fe11:d8fd,,,ge2-dll24.ge2.dfinity.network
mercury.ge2-dll25.377,external,2a00:fa0:3:0:5000:30ff:fe38:afc,,,ge2-dll25.ge2.dfinity.network
mercury.hu1-dll01.912,external,2604:b900:4001:76:5000:16ff:fe20:c6e3,,,hu1-dll01.hu1.dfinity.network
mercury.hu1-dll02.913,external,2604:b900:4001:76:5000:30ff:fedf:b728,,,hu1-dll02.hu1.dfinity.network
mercury.hu1-dll03.914,external,2604:b900:4001:76:5000:e1ff:febb:654,,,hu1-dll03.hu1.dfinity.network
mercury.hu1-dll04.915,external,2604:b900:4001:76:5000:73ff:fe31:2a59,,,hu1-dll04.hu1.dfinity.network
mercury.hu1-dll05.916,external,2604:b900:4001:76:5000:43ff:fe1c:90f2,,,hu1-dll05.hu1.dfinity.network
mercury.hu1-dll06.917,external,2604:b900:4001:76:5000:bbff:fee0:b2f7,,,hu1-dll06.hu1.dfinity.network
mercury.hu1-dll07.918,external,2604:b900:4001:76:5000:7cff:fead:1ad9,,,hu1-dll07.hu1.dfinity.network
mercury.hu1-dll08.919,external,2604:b900:4001:76:5000:2fff:fe06:f55d,,,hu1-dll08.hu1.dfinity.network
mercury.hu1-dll09.920,external,2604:b900:4001:76:5000:e5ff:fe37:2b03,,,hu1-dll09.hu1.dfinity.network
mercury.hu1-dll10.921,external,2604:b900:4001:76:5000:12ff:fe0d:bc16,,,hu1-dll10.hu1.dfinity.network
mercury.hu1-dll11.922,external,2604:b900:4001:76:5000:14ff:fe32:8489,,,hu1-dll11.hu1.dfinity.network
mercury.hu1-dll12.923,external,2604:b900:4001:76:5000:b1ff:fe88:f04c,,,hu1-dll12.hu1.dfinity.network
mercury.hu1-dll13.924,external,2604:b900:4001:76:5000:9dff:fef3:2516,,,hu1-dll13.hu1.dfinity.network
mercury.hu1-dll14.925,external,2604:b900:4001:76:5000:b8ff:fe5e:185,,,hu1-dll14.hu1.dfinity.network
mercury.jv1-dll01.30,external,2600:2c01:21:0:5000:27ff:fe23:4839,,,jv1-dll01.jv1.dfinity.network
mercury.jv1-dll02.494,external,2600:2c01:21:0:5000:37ff:fe75:fdc1,,,jv1-dll02.jv1.dfinity.network
mercury.jv1-dll03.255,external,2600:2c01:21:0:5000:64ff:fe8f:5d25,,,jv1-dll03.jv1.dfinity.network
mercury.jv1-dll04.495,external,2600:2c01:21:0:5000:65ff:fe26:ade5,,,jv1-dll04.jv1.dfinity.network
mercury.jv1-dll05.108,external,2600:2c01:21:0:5000:ecff:fe1d:a5a9,,,jv1-dll05.jv1.dfinity.network
mercury.jv1-dll06.519,external,2600:2c01:21:0:5000:11ff:fea9:5f8f,,,jv1-dll06.jv1.dfinity.network
mercury.jv1-dll07.128,external,2600:2c01:21:0:5000:adff:fe9c:32d0,,,jv1-dll07.jv1.dfinity.network
mercury.jv1-dll08.152,external,2600:2c01:21:0:5000:8eff:fea8:4b21,,,jv1-dll08.jv1.dfinity.network
mercury.jv1-dll09.165,external,2600:2c01:21:0:5000:84ff:fe22:24e4,,,jv1-dll09.jv1.dfinity.network
mercury.jv1-dll10.44,external,2600:2c01:21:0:5000:12ff:fe59:2f85,,,jv1-dll10.jv1.dfinity.network
mercury.jv1-dll11.203,external,2600:2c01:21:0:5000:6bff:fe16:e5a5,,,jv1-dll11.jv1.dfinity.network
mercury.jv1-dll12.227,external,2600:2c01:21:0:5000:13ff:fe53:f48e,,,jv1-dll12.jv1.dfinity.network
mercury.jv1-dll13.216,external,2600:2c01:21:0:5000:a9ff:fee6:fe74,,,jv1-dll13.jv1.dfinity.network
mercury.jv1-dll14.520,external,2600:2c01:21:0:5000:cfff:fe7c:553,,,jv1-dll14.jv1.dfinity.network
mercury.jv1-dll15.378,external,2600:2c01:21:0:5000:e0ff:fed7:387a,,,jv1-dll15.jv1.dfinity.network
mercury.jv1-dll16.379,external,2600:2c01:21:0:5000:c2ff:fe83:f5b7,,,jv1-dll16.jv1.dfinity.network
mercury.jv1-dll17.380,external,2600:2c01:21:0:5000:61ff:febb:ca19,,,jv1-dll17.jv1.dfinity.network
mercury.jv1-dll18.381,external,2600:2c01:21:0:5000:91ff:fede:a44f,,,jv1-dll18.jv1.dfinity.network
mercury.jv1-dll19.382,external,2600:2c01:21:0:5000:49ff:feff:4a07,,,jv1-dll19.jv1.dfinity.network
mercury.jv1-dll20.383,external,2600:2c01:21:0:5000:36ff:fe80:40fb,,,jv1-dll20.jv1.dfinity.network
mercury.jv1-dll21.384,external,2600:2c01:21:0:5000:b9ff:fee1:191c,,,jv1-dll21.jv1.dfinity.network
mercury.jv1-dll22.385,external,2600:2c01:21:0:5000:77ff:feef:454,,,jv1-dll22.jv1.dfinity.network
mercury.jv1-dll23.386,external,2600:2c01:21:0:5000:75ff:fed5:be24,,,jv1-dll23.jv1.dfinity.network
mercury.jv1-dll24.387,external,2600:2c01:21:0:5000:40ff:fea5:2861,,,jv1-dll24.jv1.dfinity.network
mercury.jv1-dll25.388,external,2600:2c01:21:0:5000:8aff:fe88:ad12,,,jv1-dll25.jv1.dfinity.network
mercury.lj1-dll01.725,external,2a02:800:2:2003:5000:f7ff:fe79:3d58,,,lj1-dll01.lj1.dfinity.network
mercury.lj1-dll02.726,external,2a02:800:2:2003:5000:f6ff:fec4:4c86,,,lj1-dll02.lj1.dfinity.network
mercury.lj1-dll03.727,external,2a02:800:2:2003:5000:1cff:fe8a:8ad3,,,lj1-dll03.lj1.dfinity.network
mercury.lj1-dll04.728,external,2a02:800:2:2003:5000:5fff:feb1:9072,,,lj1-dll04.lj1.dfinity.network
mercury.lj1-dll05.729,external,2a02:800:2:2003:5000:e8ff:fe59:d766,,,lj1-dll05.lj1.dfinity.network
mercury.lj1-dll06.730,external,2a02:800:2:2003:5000:3cff:fe7a:e351,,,lj1-dll06.lj1.dfinity.network
mercury.lj1-dll07.731,external,2a02:800:2:2003:5000:74ff:fe11:f3f8,,,lj1-dll07.lj1.dfinity.network
mercury.lj1-dll08.732,external,2a02:800:2:2003:5000:96ff:fe8a:56e2,,,lj1-dll08.lj1.dfinity.network
mercury.lj1-dll09.733,external,2a02:800:2:2003:5000:3dff:fe4e:de46,,,lj1-dll09.lj1.dfinity.network
mercury.lj1-dll10.734,external,2a02:800:2:2003:5000:1cff:fe85:9305,,,lj1-dll10.lj1.dfinity.network
mercury.lj1-dll11.735,external,2a02:800:2:2003:5000:39ff:fe71:17e0,,,lj1-dll11.lj1.dfinity.network
mercury.lj1-dll12.736,external,2a02:800:2:2003:5000:f7ff:fe8f:2023,,,lj1-dll12.lj1.dfinity.network
mercury.lj1-dll13.737,external,2a02:800:2:2003:5000:f8ff:fed8:386c,,,lj1-dll13.lj1.dfinity.network
mercury.lj1-dll14.738,external,2a02:800:2:2003:5000:2aff:fec6:598d,,,lj1-dll14.lj1.dfinity.network
mercury.lj1-dll15.739,external,2a02:800:2:2003:5000:9dff:fe64:485b,,,lj1-dll15.lj1.dfinity.network
mercury.lj1-dll16.740,external,2a02:800:2:2003:5000:36ff:febf:cfb7,,,lj1-dll16.lj1.dfinity.network
mercury.lj1-dll17.741,external,2a02:800:2:2003:5000:e2ff:fe1f:4b50,,,lj1-dll17.lj1.dfinity.network
mercury.lj1-dll18.742,external,2a02:800:2:2003:5000:27ff:fe4b:8344,,,lj1-dll18.lj1.dfinity.network
mercury.lj1-dll19.743,external,2a02:800:2:2003:5000:5aff:feea:618d,,,lj1-dll19.lj1.dfinity.network
mercury.lj1-dll20.744,external,2a02:800:2:2003:5000:28ff:feff:3f8d,,,lj1-dll20.lj1.dfinity.network
mercury.lj1-dll21.745,external,2a02:800:2:2003:5000:60ff:fe55:d878,,,lj1-dll21.lj1.dfinity.network
mercury.lj1-dll22.746,external,2a02:800:2:2003:5000:3aff:fe07:314f,,,lj1-dll22.lj1.dfinity.network
mercury.lj1-dll23.747,external,2a02:800:2:2003:5000:cdff:fef4:e8b7,,,lj1-dll23.lj1.dfinity.network
mercury.lj1-dll24.748,external,2a02:800:2:2003:5000:5bff:fe04:7904,,,lj1-dll24.lj1.dfinity.network
mercury.lj1-dll25.749,external,2a02:800:2:2003:5000:cbff:fe63:d0c9,,,lj1-dll25.lj1.dfinity.network
mercury.lj1-dll26.750,external,2a02:800:2:2003:5000:aeff:fe72:cf3a,,,lj1-dll26.lj1.dfinity.network
mercury.lj1-dll27.751,external,2a02:800:2:2003:5000:76ff:feea:48bd,,,lj1-dll27.lj1.dfinity.network
mercury.lj1-dll28.752,external,2a02:800:2:2003:5000:deff:fef5:8c5,,,lj1-dll28.lj1.dfinity.network
mercury.lv1-dll01.31,external,2600:3006:1400:1500:5000:95ff:fe94:c948,,,lv1-dll01.lv1.dfinity.network
mercury.lv1-dll02.506,external,2600:3006:1400:1500:5000:f5ff:feff:b7c1,,,lv1-dll02.lv1.dfinity.network
mercury.lv1-dll03.61,external,2600:3006:1400:1500:5000:66ff:fe46:befd,,,lv1-dll03.lv1.dfinity.network
mercury.lv1-dll04.93,external,2600:3006:1400:1500:5000:30ff:feed:eea1,,,lv1-dll04.lv1.dfinity.network
mercury.lv1-dll05.120,external,2600:3006:1400:1500:5000:b6ff:fe7a:6b60,,,lv1-dll05.lv1.dfinity.network
mercury.lv1-dll06.140,external,2600:3006:1400:1500:5000:a7ff:fed9:19d9,,,lv1-dll06.lv1.dfinity.network
mercury.lv1-dll07.149,external,2600:3006:1400:1500:5000:18ff:fe50:78bd,,,lv1-dll07.lv1.dfinity.network
mercury.lv1-dll08.187,external,2600:3006:1400:1500:5000:86ff:fea8:4758,,,lv1-dll08.lv1.dfinity.network
mercury.lv1-dll09.199,external,2600:3006:1400:1500:5000:28ff:fe5e:f8d3,,,lv1-dll09.lv1.dfinity.network
mercury.lv1-dll10.161,external,2600:3006:1400:1500:5000:a5ff:fee8:faa6,,,lv1-dll10.lv1.dfinity.network
mercury.lv1-dll11.507,external,2600:3006:1400:1500:5000:20ff:fe3f:3c98,,,lv1-dll11.lv1.dfinity.network
mercury.lv1-dll12.508,external,2600:3006:1400:1500:5000:19ff:fe38:c418,,,lv1-dll12.lv1.dfinity.network
mercury.lv1-dll13.389,external,2600:3006:1400:1500:5000:caff:fea4:643e,,,lv1-dll13.lv1.dfinity.network
mercury.lv1-dll14.390,external,2600:3006:1400:1500:5000:c2ff:fece:4c12,,,lv1-dll14.lv1.dfinity.network
mercury.mb1-dll01.613,external,2a00:fc0:5000:300:5000:4fff:fe3b:b9ea,,,mb1-dll01.mb1.dfinity.network
mercury.mb1-dll02.614,external,2a00:fc0:5000:300:5000:abff:fe65:4576,,,mb1-dll02.mb1.dfinity.network
mercury.mb1-dll03.615,external,2a00:fc0:5000:300:5000:41ff:fe17:a972,,,mb1-dll03.mb1.dfinity.network
mercury.mb1-dll04.616,external,2a00:fc0:5000:300:5000:b2ff:fe5c:aa69,,,mb1-dll04.mb1.dfinity.network
mercury.mb1-dll05.617,external,2a00:fc0:5000:300:5000:d9ff:fe9e:2ae3,,,mb1-dll05.mb1.dfinity.network
mercury.mb1-dll06.618,external,2a00:fc0:5000:300:5000:dcff:fef3:770,,,mb1-dll06.mb1.dfinity.network
mercury.mb1-dll07.619,external,2a00:fc0:5000:300:5000:e1ff:fee3:f5bb,,,mb1-dll07.mb1.dfinity.network
mercury.mb1-dll08.620,external,2a00:fc0:5000:300:5000:bbff:fe6b:3747,,,mb1-dll08.mb1.dfinity.network
mercury.mb1-dll09.621,external,2a00:fc0:5000:300:5000:baff:fe40:a860,,,mb1-dll09.mb1.dfinity.network
mercury.mb1-dll10.622,external,2a00:fc0:5000:300:5000:9eff:fe42:efbc,,,mb1-dll10.mb1.dfinity.network
mercury.mb1-dll11.623,external,2a00:fc0:5000:300:5000:22ff:fef9:a338,,,mb1-dll11.mb1.dfinity.network
mercury.mb1-dll12.624,external,2a00:fc0:5000:300:5000:75ff:fe1c:27b9,,,mb1-dll12.mb1.dfinity.network
mercury.mb1-dll13.625,external,2a00:fc0:5000:300:5000:50ff:fe58:1f51,,,mb1-dll13.mb1.dfinity.network
mercury.mb1-dll14.626,external,2a00:fc0:5000:300:5000:31ff:fea1:1dc8,,,mb1-dll14.mb1.dfinity.network
mercury.mb1-dll15.627,external,2a00:fc0:5000:300:5000:cbff:fe91:478b,,,mb1-dll15.mb1.dfinity.network
mercury.mb1-dll16.628,external,2a00:fc0:5000:300:5000:3aff:fe87:ac15,,,mb1-dll16.mb1.dfinity.network
mercury.mb1-dll17.629,external,2a00:fc0:5000:300:5000:c2ff:fee9:ada3,,,mb1-dll17.mb1.dfinity.network
mercury.mb1-dll18.630,external,2a00:fc0:5000:300:5000:caff:fe31:1bf8,,,mb1-dll18.mb1.dfinity.network
mercury.mb1-dll19.631,external,2a00:fc0:5000:300:5000:80ff:feb7:899,,,mb1-dll19.mb1.dfinity.network
mercury.mb1-dll20.632,external,2a00:fc0:5000:300:5000:a9ff:fe37:6119,,,mb1-dll20.mb1.dfinity.network
mercury.mb1-dll21.633,external,2a00:fc0:5000:300:5000:2cff:feae:79aa,,,mb1-dll21.mb1.dfinity.network
mercury.mb1-dll22.634,external,2a00:fc0:5000:300:5000:b3ff:fed6:7e24,,,mb1-dll22.mb1.dfinity.network
mercury.mb1-dll23.635,external,2a00:fc0:5000:300:5000:94ff:fec9:c4e6,,,mb1-dll23.mb1.dfinity.network
mercury.mb1-dll24.636,external,2a00:fc0:5000:300:5000:faff:fe35:28a,,,mb1-dll24.mb1.dfinity.network
mercury.mb1-dll25.637,external,2a00:fc0:5000:300:5000:fdff:feff:4a32,,,mb1-dll25.mb1.dfinity.network
mercury.mb1-dll26.638,external,2a00:fc0:5000:300:5000:b7ff:fefe:8714,,,mb1-dll26.mb1.dfinity.network
mercury.mb1-dll27.639,external,2a00:fc0:5000:300:5000:98ff:fed7:6f2f,,,mb1-dll27.mb1.dfinity.network
mercury.mb1-dll28.640,external,2a00:fc0:5000:300:5000:57ff:fef7:3583,,,mb1-dll28.mb1.dfinity.network
mercury.mm1-dll01.898,external,2001:1900:2100:2827:5000:85ff:fe40:9985,,,mm1-dll01.mm1.dfinity.network
mercury.mm1-dll02.899,external,2001:1900:2100:2827:5000:2dff:fede:9072,,,mm1-dll02.mm1.dfinity.network
mercury.mm1-dll03.900,external,2001:1900:2100:2827:5000:6bff:fe3e:d664,,,mm1-dll03.mm1.dfinity.network
mercury.mm1-dll04.901,external,2001:1900:2100:2827:5000:10ff:fe35:53e7,,,mm1-dll04.mm1.dfinity.network
mercury.mm1-dll05.902,external,2001:1900:2100:2827:5000:fdff:fefd:b62b,,,mm1-dll05.mm1.dfinity.network
mercury.mm1-dll06.903,external,2001:1900:2100:2827:5000:d5ff:fe29:59e3,,,mm1-dll06.mm1.dfinity.network
mercury.mm1-dll07.904,external,2001:1900:2100:2827:5000:1bff:feea:e246,,,mm1-dll07.mm1.dfinity.network
mercury.mm1-dll08.905,external,2001:1900:2100:2827:5000:79ff:fee2:7f4e,,,mm1-dll08.mm1.dfinity.network
mercury.mm1-dll09.906,external,2001:1900:2100:2827:5000:3dff:fe43:b76b,,,mm1-dll09.mm1.dfinity.network
mercury.mm1-dll10.907,external,2001:1900:2100:2827:5000:feff:fe48:7669,,,mm1-dll10.mm1.dfinity.network
mercury.mm1-dll11.908,external,2001:1900:2100:2827:5000:afff:fe82:40c4,,,mm1-dll11.mm1.dfinity.network
mercury.mm1-dll12.909,external,2001:1900:2100:2827:5000:a7ff:fef7:5139,,,mm1-dll12.mm1.dfinity.network
mercury.mm1-dll13.910,external,2001:1900:2100:2827:5000:d7ff:fe92:41e1,,,mm1-dll13.mm1.dfinity.network
mercury.mm1-dll14.911,external,2001:1900:2100:2827:5000:3bff:fe90:c7ce,,,mm1-dll14.mm1.dfinity.network
mercury.mr1-dll01.781,dfinity,2a0b:21c0:b002:2:5000:a1ff:fe9f:21fa,,,mr1-dll01.mr1.dfinity.network
mercury.mr1-dll02.782,dfinity,2a0b:21c0:b002:2:5000:16ff:fe9b:a4d7,,,mr1-dll02.mr1.dfinity.network
mercury.mr1-dll03.783,dfinity,2a0b:21c0:b002:2:5000:b3ff:fec0:5533,,,mr1-dll03.mr1.dfinity.network
mercury.mr1-dll04.784,dfinity,2a0b:21c0:b002:2:5000:a2ff:fe46:f234,,,mr1-dll04.mr1.dfinity.network
mercury.mr1-dll05.785,dfinity,2a0b:21c0:b002:2:5000:82ff:fe3f:e2d1,,,mr1-dll05.mr1.dfinity.network
mercury.mr1-dll06.786,dfinity,2a0b:21c0:b002:2:5000:f0ff:fe3e:4e1d,,,mr1-dll06.mr1.dfinity.network
mercury.mr1-dll07.787,dfinity,2a0b:21c0:b002:2:5000:91ff:fe0d:bee,,,mr1-dll07.mr1.dfinity.network
mercury.mr1-dll08.788,dfinity,2a0b:21c0:b002:2:5000:49ff:fe35:e204,,,mr1-dll08.mr1.dfinity.network
mercury.mr1-dll09.789,dfinity,2a0b:21c0:b002:2:5000:86ff:fed5:840,,,mr1-dll09.mr1.dfinity.network
mercury.mr1-dll10.790,dfinity,2a0b:21c0:b002:2:5000:7eff:fef7:d9bd,,,mr1-dll10.mr1.dfinity.network
mercury.mr1-dll11.791,dfinity,2a0b:21c0:b002:2:5000:bdff:fe81:f11,,,mr1-dll11.mr1.dfinity.network
mercury.mr1-dll12.792,dfinity,2a0b:21c0:b002:2:5000:34ff:fe84:97c6,,,mr1-dll12.mr1.dfinity.network
mercury.mr1-dll13.793,dfinity,2a0b:21c0:b002:2:5000:77ff:fe5e:d749,,,mr1-dll13.mr1.dfinity.network
mercury.mr1-dll14.794,dfinity,2a0b:21c0:b002:2:5000:8dff:fe93:699c,,,mr1-dll14.mr1.dfinity.network
mercury.mr1-dll15.795,dfinity,2a0b:21c0:b002:2:5000:e9ff:fe78:129c,,,mr1-dll15.mr1.dfinity.network
mercury.mr1-dll16.796,dfinity,2a0b:21c0:b002:2:5000:53ff:fe47:c474,,,mr1-dll16.mr1.dfinity.network
mercury.mr1-dll17.797,dfinity,2a0b:21c0:b002:2:5000:b8ff:fe51:8a6,,,mr1-dll17.mr1.dfinity.network
mercury.mr1-dll18.798,dfinity,2a0b:21c0:b002:2:5000:afff:feb7:689d,,,mr1-dll18.mr1.dfinity.network
mercury.mr1-dll19.799,dfinity,2a0b:21c0:b002:2:5000:11ff:fe0e:314c,,,mr1-dll19.mr1.dfinity.network
mercury.mr1-dll20.800,dfinity,2a0b:21c0:b002:2:5000:23ff:fe12:fc36,,,mr1-dll20.mr1.dfinity.network
mercury.mr1-dll21.801,dfinity,2a0b:21c0:b002:2:5000:a9ff:feff:acbe,,,mr1-dll21.mr1.dfinity.network
mercury.mr1-dll22.802,dfinity,2a0b:21c0:b002:2:5000:d8ff:fef1:c34d,,,mr1-dll22.mr1.dfinity.network
mercury.mr1-dll23.803,dfinity,2a0b:21c0:b002:2:5000:8bff:fe61:70f,,,mr1-dll23.mr1.dfinity.network
mercury.mr1-dll24.804,dfinity,2a0b:21c0:b002:2:5000:a9ff:fec5:f7e,,,mr1-dll24.mr1.dfinity.network
mercury.mr1-dll25.805,dfinity,2a0b:21c0:b002:2:5000:b3ff:fee6:4b91,,,mr1-dll25.mr1.dfinity.network
mercury.mr1-dll26.806,dfinity,2a0b:21c0:b002:2:5000:59ff:fec5:6d16,,,mr1-dll26.mr1.dfinity.network
mercury.mr1-dll27.807,dfinity,2a0b:21c0:b002:2:5000:43ff:fe57:91f1,,,mr1-dll27.mr1.dfinity.network
mercury.mr1-dll28.808,dfinity,2a0b:21c0:b002:2:5000:a1ff:fe1a:ac0,,,mr1-dll28.mr1.dfinity.network
mercury.mu1-dll01.500,external,2a01:138:900a:0:5000:dbff:fed4:5b27,,,mu1-dll01.mu1.dfinity.network
mercury.mu1-dll02.23,external,2a01:138:900a:0:5000:5aff:fece:cf05,,,mu1-dll02.mu1.dfinity.network
mercury.mu1-dll03.501,external,2a01:138:900a:0:5000:9aff:fe9d:60fd,,,mu1-dll03.mu1.dfinity.network
mercury.mu1-dll04.502,external,2a01:138:900a:0:5000:2cff:fee0:8bd3,,,mu1-dll04.mu1.dfinity.network
mercury.mu1-dll05.223,external,2a01:138:900a:0:5000:28ff:fe7f:a7e,,,mu1-dll05.mu1.dfinity.network
mercury.mu1-dll06.24,external,2a01:138:900a:0:5000:2aff:fef4:c47e,,,mu1-dll06.mu1.dfinity.network
mercury.mu1-dll07.79,external,2a01:138:900a:0:5000:7eff:feba:7a67,,,mu1-dll07.mu1.dfinity.network
mercury.mu1-dll08.391,external,2a01:138:900a:0:5000:21ff:fe21:67d0,,,mu1-dll08.mu1.dfinity.network
mercury.mu1-dll09.105,external,2a01:138:900a:0:5000:e6ff:febc:4b8f,,,mu1-dll09.mu1.dfinity.network
mercury.mu1-dll10.392,external,2a01:138:900a:0:5000:bdff:fe67:1ca7,,,mu1-dll10.mu1.dfinity.network
mercury.mu1-dll11.92,external,2a01:138:900a:0:5000:4dff:fecc:49fb,,,mu1-dll11.mu1.dfinity.network
mercury.mu1-dll12.119,external,2a01:138:900a:0:5000:8bff:fe26:5fe0,,,mu1-dll12.mu1.dfinity.network
mercury.mu1-dll13.467,external,2a01:138:900a:0:5000:a0ff:fe5e:4263,,,mu1-dll13.mu1.dfinity.network
mercury.mu1-dll14.139,external,2a01:138:900a:0:5000:e7ff:fe39:c3d8,,,mu1-dll14.mu1.dfinity.network
mercury.mu1-dll15.37,external,2a01:138:900a:0:5000:18ff:fef2:d94f,,,mu1-dll15.mu1.dfinity.network
mercury.mu1-dll16.125,external,2a01:138:900a:0:5000:a8ff:fe45:46f0,,,mu1-dll16.mu1.dfinity.network
mercury.mu1-dll17.393,external,2a01:138:900a:0:5000:95ff:fee5:9513,,,mu1-dll17.mu1.dfinity.network
mercury.mu1-dll18.147,external,2a01:138:900a:0:5000:3eff:fe40:ff53,,,mu1-dll18.mu1.dfinity.network
mercury.mu1-dll19.159,external,2a01:138:900a:0:5000:90ff:fe22:44cb,,,mu1-dll19.mu1.dfinity.network
mercury.mu1-dll20.174,external,2a01:138:900a:0:5000:47ff:fe27:1278,,,mu1-dll20.mu1.dfinity.network
mercury.mu1-dll21.186,external,2a01:138:900a:0:5000:ecff:fea3:39fb,,,mu1-dll21.mu1.dfinity.network
