name,node_type,ipv6,principal,subnet,physical_system
mercury.dl1-dll10.143,external,2600:3000:6100:200:6801:81ff:fe49:d9a5,zl65h-dp2cy-cbhks-ttkup-eoylx-hbl33-bj4qb-ezzuh-ivbjy-zpbvn-bae,csyj4-zmann-ys6ge-3kzi6-onexi-obayx-2fvak-zersm-euci4-6pslt-lae,dl1-dll10.dl1.dfinity.network
mercury.dl1-dll11.156,external,2600:3000:6100:200:6801:41ff:fe21:c2df,bgoxx-tuwy5-pdohk-xqv5l-mzzjv-ior3s-kofr5-j2o2w-ozuov-kyyfl-uqe,unassigned,dl1-dll11.dl1.dfinity.network
mercury.dl1-dll12.169,external,2600:3000:6100:200:6801:58ff:fe2d:ff08,iimh3-zdkdr-mznth-xtki6-tudax-xe4j7-hue7r-f5fsf-x7ayn-6eb5d-uae,unassigned,dl1-dll12.dl1.dfinity.network
mercury.dl1-dll13.182,external,2600:3000:6100:200:6801:cfff:feb1:79b1,lktpo-ul462-nx33p-gersy-ieqfg-ri42o-ch23j-byqjj-3ovyp-mgxql-pqe,unassigned,dl1-dll13.dl1.dfinity.network
mercury.dl1-dll14.41,external,2600:3000:6100:200:6801:ecff:fe03:4130,ugqji-f7rfx-mbubv-44r5n-zfi3k-7ag32-qhkal-xmmyu-5fbot-r6azo-aqe,5kdm2-62fc6-fwnja-hutkz-ycsnm-4z33i-woh43-4cenu-ev7mi-gii6t-4ae,dl1-dll14.dl1.dfinity.network
mercury.dl1-dll15.195,external,2600:3000:6100:200:6801:a3ff:fefb:aee2,4f7d4-z7tps-pwkkp-kjrqc-nbvw5-y5rhl-otb3e-3vtqg-wqjmw-2lbc6-nqe,o3ow2-2ipam-6fcjo-3j5vt-fzbge-2g7my-5fz2m-p4o2t-dwlc4-gt2q7-5ae,dl1-dll15.dl1.dfinity.network
mercury.dl1-dll16.208,external,2600:3000:6100:200:6801:32ff:fe05:9516,pyrl2-l2567-74bx6-2ndr7-si52u-ahahg-y7j53-fdczb-gougm-nfxax-pae,unassigned,dl1-dll16.dl1.dfinity.network
mercury.dl1-dll17.221,external,2600:3000:6100:200:6801:f0ff:fe97:47ac,5hw44-3u3ub-tb5nv-3hetb-tjwhk-erdqe-uzldq-qkzhq-qlccx-zzy4r-yae,unassigned,dl1-dll17.dl1.dfinity.network
mercury.dl1-dll18.247,external,2600:3000:6100:200:6801:61ff:fe41:2f1c,owhch-vmvoc-tvr2j-3ddvn-cagau-3tvjv-52sut-ys5vz-nqumr-i6mwo-3qe,unassigned,dl1-dll18.dl1.dfinity.network
mercury.dl1-dll19.248,external,2600:3000:6100:200:6801:9dff:fe78:27f5,v5ncc-exdmv-bmdza-2otpq-m3edw-ec5qk-qzofn-r4kn6-gimfr-rcd25-jqe,k44fs-gm4pv-afozh-rs7zw-cg32n-u7xov-xqyx3-2pw5q-eucnu-cosd4-uqe,dl1-dll19.dl1.dfinity.network
mercury.dl1-dll20.249,external,2600:3000:6100:200:6801:bdff:feec:fb3,btgx7-ztzfy-6mhq2-yntgx-7tgz5-zrr2z-wgt6d-y4ejz-osdtb-nkssw-rae,unassigned,dl1-dll20.dl1.dfinity.network
mercury.dl1-dll21.346,external,2600:3000:6100:200:6801:f5ff:fe27:444f,z6jp6-245uu-gh3cs-sblcy-f3jmj-s4ngl-v3z4u-lafz2-qudjr-6mbqx-vqe,pjljw-kztyl-46ud4-ofrj6-nzkhm-3n4nt-wi3jt-ypmav-ijqkt-gjf66-uae,dl1-dll21.dl1.dfinity.network
mercury.dl1-dll22.472,external,2600:3000:6100:200:6801:b2ff:fe0d:bddc,,,dl1-dll22.dl1.dfinity.network
mercury.dl1-dll23.347,external,2600:3000:6100:200:6801:57ff:feec:25f5,,,dl1-dll23.dl1.dfinity.network
mercury.dl1-dll24.348,external,2600:3000:6100:200:6801:b7ff:fe6d:47a3,cfqv7-7ifif-bxhrc-7thvv-dzq4n-uyv4k-hy7ga-hhrps-5oua3-h5h43-oae,unassigned,dl1-dll24.dl1.dfinity.network
mercury.dl1-dll25.349,external,2600:3000:6100:200:6801:9aff:fef8:3459,ugevo-xgn4n-7hcvf-b7rdl-s2z3h-2zdwr-b4dnk-va5qy-fvcl4-fravt-5ae,shefu-t3kr5-t5q3w-mqmdq-jabyv-vyvtf-cyyey-3kmo4-toyln-emubw-4qe,dl1-dll25.dl1.dfinity.network
mercury.fm1-dll08.350,external,2001:470:1:c76:6801:23ff:fe87:d8fd,bmlxd-vohad-ymfvi-hm7id-7g3vp-236w4-n3cqd-tkwgf-wlrww-lqbcr-gqe,5kdm2-62fc6-fwnja-hutkz-ycsnm-4z33i-woh43-4cenu-ev7mi-gii6t-4ae,fm1-dll08.fm1.dfinity.network
mercury.fm1-dll09.83,external,2001:470:1:c76:6801:1fff:fe78:4198,kqf7j-27dmb-6mtlc-kqnsm-ujlcw-3mw2p-sia27-gvkzk-qaqf6-6eekr-eqe,w4asl-4nmyj-qnr7c-6cqq4-tkwmt-o26di-iupkq-vx4kt-asbrx-jzuxh-4ae,fm1-dll09.fm1.dfinity.network
mercury.fm1-dll10.209,external,2001:470:1:c76:6801:27ff:fea1:9fae,afeaf-65btd-vc6me-h6imn-qnrqi-j23tx-gf52h-uv6ca-qv5sw-dbvzy-7qe,unassigned,fm1-dll10.fm1.dfinity.network
mercury.fm1-dll11.433,external,2001:470:1:c76:6801:99ff:fe23:8655,oogpo-zejrk-3kogj-gekxk-i26xw-kjpyx-nqqfh-rh2qd-aagvh-rxjgw-4qe,unassigned,fm1-dll11.fm1.dfinity.network
mercury.fm1-dll12.5,external,2001:470:1:c76:6801:d1ff:fe68:5f01,p6pnd-h7v4x-43jo2-6wei4-p5ek6-dq5ey-awcoi-bs64n-32n6k-4t7ku-3ae,unassigned,fm1-dll12.fm1.dfinity.network
mercury.fm1-dll13.63,external,2001:470:1:c76:6801:24ff:fee4:b497,agxrl-l4wev-coutf-zvpjd-sqkbj-wasxg-rok7t-mrwjp-362te-5ngce-iqe,unassigned,fm1-dll13.fm1.dfinity.network
mercury.fm1-dll14.434,external,2001:470:1:c76:6801:11ff:fe99:65af,zogei-smf6m-6rsx5-zcjzq-yfmlz-ddr5k-oolqy-vmtks-unmhc-wqmyu-vae,unassigned,fm1-dll14.fm1.dfinity.network
mercury.fm1-dll15.435,external,2001:470:1:c76:6801:a9ff:fe89:519d,eqkwl-dlbnc-qvlun-4pyek-55nin-3piem-ljccu-52hda-oaxnx-ts6db-tqe,unassigned,fm1-dll15.fm1.dfinity.network
mercury.fm1-dll16.70,external,2001:470:1:c76:6801:f2ff:feb3:7a52,axo3p-axths-mmqxt-2gawc-zakoe-mgbww-zv7hv-ppnp6-twqz7-umjz4-kqe,shefu-t3kr5-t5q3w-mqmdq-jabyv-vyvtf-cyyey-3kmo4-toyln-emubw-4qe,fm1-dll16.fm1.dfinity.network
mercury.fm1-dll17.436,external,2001:470:1:c76:6801:18ff:fe42:b60,c7xvz-smsfh-zia7w-jeobz-hd52h-ynhm2-dilea-25vi5-5noty-gzuls-rae,unassigned,fm1-dll17.fm1.dfinity.network
mercury.fm1-dll18.437,external,2001:470:1:c76:6801:cfff:fe61:e033,rurko-bjadb-7qnhu-yvszf-o7wrr-sxiq6-wj3xe-wdgeb-egac5-dsd7v-eqe,unassigned,fm1-dll18.fm1.dfinity.network
mercury.fm1-dll19.438,external,2001:470:1:c76:6801:7bff:fe6d:b07b,ml6lc-ukm4v-rxmjz-dci63-wsytp-poqta-j7qfc-pk7f6-klj4y-fuqkw-kae,unassigned,fm1-dll19.fm1.dfinity.network
mercury.fm1-dll20.137,external,2001:470:1:c76:6801:4dff:fee1:3585,44iwn-x22dg-wvi3r-gt7xn-udrbj-uwrrj-qwpvt-nqldr-d35ia-bdx27-6qe,unassigned,fm1-dll20.fm1.dfinity.network
mercury.fm1-dll21.170,external,2001:470:1:c76:6801:2fff:fefb:792,6gl2o-2v73n-q65pc-nf6tv-avcbc-hzjxh-urwbq-vurvj-wj5og-3xmnk-tqe,brlsh-zidhj-3yy3e-6vqbz-7xnih-xeq2l-as5oc-g32c4-i5pdn-2wwof-oae,fm1-dll21.fm1.dfinity.network
mercury.fm1-dll22.351,external,2001:470:1:c76:6801:20ff:fe9c:ff4d,6f66d-yqupc-trqgh-bdzkl-5h7mq-5rd55-4yfk7-iq4ex-gfodw-b4dxx-tqe,unassigned,fm1-dll22.fm1.dfinity.network
mercury.fm1-dll23.157,external,2001:470:1:c76:6801:57ff:fe9d:8a73,oqz5p-wvopz-ffwlf-lp3uk-qhqt5-zx3wc-fuj23-sztvz-d7mxk-jyyr2-bae,uzr34-akd3s-xrdag-3ql62-ocgoh-ld2ao-tamcv-54e7j-krwgb-2gm4z-oqe,fm1-dll23.fm1.dfinity.network
mercury.fm1-dll24.250,external,2001:470:1:c76:6801:deff:fed9:1dc2,hq3ax-gfadv-rotxa-reac4-brdqf-vefij-h5fdt-4fucu-j27gx-n6cm2-gqe,unassigned,fm1-dll24.fm1.dfinity.network
mercury.fm1-dll25.251,external,2001:470:1:c76:6801:27ff:fe1e:f958,m2yt5-mn7lw-76bqj-ijlgn-55n3k-xbjzl-43olv-6xi4p-2ecp4-eipxu-xae,cv73p-6v7zi-u67oy-7jc3h-qspsz-g5lrj-4fn7k-xrax3-thek2-sl46v-jae,fm1-dll25.fm1.dfinity.network
mercury.fm1-dll26.90,external,2001:470:1:c76:6801:22ff:feaa:f6e4,llmi2-s5gnw-f4dqt-oflqn-gpfgy-4ah62-in5cl-otwgn-w4wv4-mbrkf-tae,unassigned,fm1-dll26.fm1.dfinity.network
mercury.fm1-dll27.110,external,2001:470:1:c76:6801:85ff:fefe:7e5e,bftn6-hrt7w-3wd6b-i57zj-bpcqp-mrn3c-jagsn-ced4d-4e77g-nwhfn-zqe,unassigned,fm1-dll27.fm1.dfinity.network
mercury.fm1-dll28.103,external,2001:470:1:c76:6801:41ff:fed2:13e7,3dnev-emean-nwuoo-djz3d-nw6u3-zoyh4-scoon-u5xlc-mlxsm-m3ys6-hae,unassigned,fm1-dll28.fm1.dfinity.network
mercury.fm1-spm01.3,external,2001:470:1:c76:6801:fff:fe5a:85f3,wyisb-2xbik-zl6ym-jedqj-zijgd-k477a-tebz2-yv3ef-2cc7c-glntr-yqe,io67a-2jmkw-zup3h-snbwi-g6a5n-rm5dn-b6png-lvdpl-nqnto-yih6l-gqe,fm1-spm01.fm1.dfinity.network
mercury.fm1-spm02.352,external,2001:470:1:c76:6801:e5ff:fe4c:9beb,z4jw5-v4ee6-aa7gr-5axkc-4ocjy-v5vv5-inwc6-ma4hw-mb7jv-3skxy-eqe,unassigned,fm1-spm02.fm1.dfinity.network
mercury.fm1-spm03.4,external,2001:470:1:c76:6801:6ff:fe92:12d0,wovgc-wcby2-ojzzr-a2ksn-rodxg-wmzob-dhy3r-nxho2-iznvm-wsi5z-uae,unassigned,fm1-spm03.fm1.dfinity.network
mercury.fm1-spm04.353,external,2001:470:1:c76:6801:edff:fe4a:b092,75run-c7fya-7uoor-jzgtx-pwjc4-lfhyp-62p2w-2pnyv-amqh6-tdhji-rae,4zbus-z2bmt-ilreg-xakz4-6tyre-hsqj4-slb4g-zjwqo-snjcc-iqphi-3qe,fm1-spm04.fm1.dfinity.network
mercury.fm1-spm05.222,external,2001:470:1:c76:6801:7eff:fed2:97c8,6qtx7-77lut-ccjs7-qgou4-xycrf-t4gbb-zo32s-fkdct-5xyim-tuedv-yae,qdvhd-os4o2-zzrdw-xrcv4-gljou-eztdp-bj326-e6jgr-tkhuc-ql6v2-yqe,fm1-spm05.fm1.dfinity.network
mercury.fm1-spm06.354,external,2001:470:1:c76:6801:84ff:fecc:2baa,oui6x-f7txs-jlv4b-qvqai-yab67-m2eu6-ka4xt-sgc4w-olu3k-pt42f-jqe,nl6hn-ja4yw-wvmpy-3z2jx-ymc34-pisx3-3cp5z-3oj4a-qzzny-jbsv3-4qe,fm1-spm06.fm1.dfinity.network
mercury.fm1-spm07.130,external,2001:470:1:c76:6801:feff:fe65:2504,mna3a-t25zx-o62vb-g7hfa-lycqm-cnyyc-66wp6-2gyms-6tnpn-jrtys-fae,unassigned,fm1-spm07.fm1.dfinity.network
mercury.fr2-dll01.641,external,2001:4d78:400:10a:6801:3ff:fee1:4ac5,cajzf-qkam7-hedmy-66on7-z6xog-rpwv2-corbi-njlpm-z7vgi-3pxba-lae,unassigned,fr2-dll01.fr2.dfinity.network
mercury.fr2-dll02.642,external,2001:4d78:400:10a:6801:1fff:fe46:4694,oumtb-s3k5l-z6v7a-gqib7-z34wc-6tugv-fqgef-jvbu6-eaegm-tmyph-iae,unassigned,fr2-dll02.fr2.dfinity.network
mercury.fr2-dll03.643,external,2001:4d78:400:10a:6801:1aff:fe9d:229,dbpb7-eze6y-jdemh-2zemb-nuwhl-75ia7-xpwbf-26quj-2q4ok-u4ado-tqe,unassigned,fr2-dll03.fr2.dfinity.network
mercury.fr2-dll04.644,external,2001:4d78:400:10a:6801:82ff:fe70:2490,4rpiz-7w7bf-smfm5-u7j3c-we6q7-qehxb-5lqnq-tjqsh-f7xu4-ihpao-zqe,unassigned,fr2-dll04.fr2.dfinity.network
mercury.fr2-dll05.645,external,2001:4d78:400:10a:6801:b5ff:feff:9fe4,bwicx-4gcmo-yswte-eb3ec-mc4cf-3wdjb-ueiuh-2xdwn-qnpn7-luand-6qe,lspz2-jx4pu-k3e7p-znm7j-q4yum-ork6e-6w4q6-pijwq-znehu-4jabe-kqe,fr2-dll05.fr2.dfinity.network
mercury.fr2-dll06.646,external,2001:4d78:400:10a:6801:6dff:fe3b:896d,gyty5-impo7-5uugu-2ocbi-ekcg2-eloni-cj67g-vasbq-i4z74-2bhpw-7qe,unassigned,fr2-dll06.fr2.dfinity.network
mercury.fr2-dll07.647,external,2001:4d78:400:10a:6801:d6ff:fec7:d21a,elons-ke2ex-4ykad-warsf-bi7zm-oskxc-un44b-phznq-sovqe-ko6u3-nqe,csyj4-zmann-ys6ge-3kzi6-onexi-obayx-2fvak-zersm-euci4-6pslt-lae,fr2-dll07.fr2.dfinity.network
mercury.fr2-dll08.648,external,2001:4d78:400:10a:6801:c0ff:fe53:304,biwrd-kahzx-y7tjm-m43ho-zxc3y-vfikq-3o7ux-ykhjc-qotsq-bvzai-yqe,unassigned,fr2-dll08.fr2.dfinity.network
mercury.fr2-dll09.649,external,2001:4d78:400:10a:6801:4dff:fe03:3906,wy2t5-owrk5-lfq3s-h6swl-iwhqj-4bdba-2v3nt-hkja2-jadjq-cul6d-qqe,uzr34-akd3s-xrdag-3ql62-ocgoh-ld2ao-tamcv-54e7j-krwgb-2gm4z-oqe,fr2-dll09.fr2.dfinity.network
mercury.fr2-dll10.650,external,2001:4d78:400:10a:6801:efff:feae:9a7f,nu5cn-l6rgt-kqeyj-daqss-hfdzc-hduqr-vqio6-j2mwl-4hhto-gw3po-mqe,unassigned,fr2-dll10.fr2.dfinity.network
mercury.fr2-dll11.651,external,2001:4d78:400:10a:6801:3fff:fe94:30fb,q6bkk-dqhlg-orvwk-4lfjk-3fbpu-y3s4e-v4ivs-5ys2a-v6ok7-yqolr-iqe,unassigned,fr2-dll11.fr2.dfinity.network
mercury.fr2-dll12.652,external,2001:4d78:400:10a:6801:ebff:fee6:f156,ceqbc-sqdzs-bquge-3mmjz-7jc7z-ahpx4-mpwng-biiwp-xn64d-caque-pqe,unassigned,fr2-dll12.fr2.dfinity.network
mercury.fr2-dll13.653,external,2001:4d78:400:10a:6801:3aff:fe7f:1259,dnxq6-e2xox-dtmag-4ofwe-xfyko-iqr4i-zewbt-raveo-dipyk-zbjqq-rae,unassigned,fr2-dll13.fr2.dfinity.network
mercury.fr2-dll14.654,external,2001:4d78:400:10a:6801:92ff:fe81:7e33,n4d4s-hgx3a-nwox5-tmfqw-q2gu6-mlzhy-deyzq-zu6r7-wryv2-napyl-qae,tdb26-jop6k-aogll-7ltgs-eruif-6kk7m-qpktf-gdiqx-mxtrf-vb5e6-eqe,fr2-dll14.fr2.dfinity.network
mercury.fr2-dll15.655,external,2001:4d78:400:10a:6801:58ff:fe9d:fff8,spr2z-4kaf5-2dxlg-hatfo-obp75-b6vwh-ts2z5-eurny-rbun2-z6m4h-kae,unassigned,fr2-dll15.fr2.dfinity.network
mercury.fr2-dll16.656,external,2001:4d78:400:10a:6801:e1ff:fe16:7e3f,kvj4i-xw67n-f673e-7unem-npgcc-ag7ya-f46sk-g7qq6-ep6l4-brrkt-tqe,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,fr2-dll16.fr2.dfinity.network
mercury.fr2-dll17.657,external,2001:4d78:400:10a:6801:88ff:fef8:79c0,a6t2w-sxcps-qmgvc-vlitk-kvrsv-pqpl7-hylkb-urlhs-gove6-ehq7x-iae,3hhby-wmtmw-umt4t-7ieyg-bbiig-xiylg-sblrt-voxgt-bqckd-a75bf-rqe,fr2-dll17.fr2.dfinity.network
mercury.fr2-dll18.658,external,2001:4d78:400:10a:6801:ebff:feb4:9215,d2hzh-j3wzi-mkmcx-ufb6u-5gft4-ta7yt-xq4qo-dncvt-y6dov-xbujm-hae,nl6hn-ja4yw-wvmpy-3z2jx-ymc34-pisx3-3cp5z-3oj4a-qzzny-jbsv3-4qe,fr2-dll18.fr2.dfinity.network
mercury.fr2-dll19.659,external,2001:4d78:400:10a:6801:e4ff:fe00:3bde,x3rso-73u7b-3pyeo-3fmcu-g635n-ri47m-jv3kg-zjfub-aqxsb-tnxbq-nqe,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae,fr2-dll19.fr2.dfinity.network
mercury.fr2-dll20.660,external,2001:4d78:400:10a:6801:f0ff:fecc:d7e5,ysjs7-fe67q-k7pxe-g4puk-d5z7p-xrtg2-xqcmy-pmpoa-7bcfu-pmlqy-rae,unassigned,fr2-dll20.fr2.dfinity.network
mercury.fr2-dll21.661,external,2001:4d78:400:10a:6801:86ff:fefa:1d2d,rgwtg-tqevh-uhktu-n7qg4-dpqdh-rtt4m-k42lw-zfsrz-5dwmk-nbb34-iae,unassigned,fr2-dll21.fr2.dfinity.network
mercury.fr2-dll22.662,external,2001:4d78:400:10a:6801:b1ff:fec8:5309,bhrbv-chf2l-tjjcj-mqryf-7z7ww-z6xi3-su7hl-idbfo-nnfpu-u6aju-nae,qxesv-zoxpm-vc64m-zxguk-5sj74-35vrb-tbgwg-pcird-5gr26-62oxl-cae,fr2-dll22.fr2.dfinity.network
mercury.fr2-dll23.663,external,2001:4d78:400:10a:6801:45ff:fe52:75ac,pbken-vny4r-j4a2m-zlvt2-kjj4i-pwehn-ftsa4-ne4xu-yz72s-fk6nz-eqe,tdb26-jop6k-aogll-7ltgs-eruif-6kk7m-qpktf-gdiqx-mxtrf-vb5e6-eqe,fr2-dll23.fr2.dfinity.network
mercury.fr2-dll24.664,external,2001:4d78:400:10a:6801:afff:fe0c:b28d,ebfjs-4yyde-6v3qo-zhvwl-2fvp2-4tarv-autre-tparv-kwi7f-t4wml-fae,eq6en-6jqla-fbu5s-daskr-h6hx2-376n5-iqabl-qgrng-gfqmv-n3yjr-mqe,fr2-dll24.fr2.dfinity.network
mercury.fr2-dll25.665,external,2001:4d78:400:10a:6801:a8ff:feab:821f,i57fv-35hgv-3ix6f-dwxwi-n6oug-5wlc2-nphaa-3jqfg-wf56r-3ndbw-3qe,gmq5v-hbozq-uui6y-o55wc-ihop3-562wb-3qspg-nnijg-npqp5-he3cj-3ae,fr2-dll25.fr2.dfinity.network
mercury.fr2-dll26.666,external,2001:4d78:400:10a:6801:ebff:fe76:155e,dd3ye-qncdq-jvghc-iymve-55lbp-hf6mq-6a3pa-ms5yj-espcn-n32jm-3qe,pjljw-kztyl-46ud4-ofrj6-nzkhm-3n4nt-wi3jt-ypmav-ijqkt-gjf66-uae,fr2-dll26.fr2.dfinity.network
mercury.fr2-dll27.667,external,2001:4d78:400:10a:6801:96ff:fe17:e4c4,dzol4-3eqco-5b5ag-ritui-tyl7u-i3iwz-ex2qo-cbfjx-5fmxw-yfgwo-tqe,unassigned,fr2-dll27.fr2.dfinity.network
mercury.fr2-dll28.668,external,2001:4d78:400:10a:6801:51ff:fe62:42b9,tvote-xqphk-gfqph-ra3wj-u3sd3-karqx-6fimy-altcr-27fmf-uc6vi-aae,unassigned,fr2-dll28.fr2.dfinity.network
mercury.ge1-dll01.21,external,2a0f:cd00:2:1:6801:46ff:fe5e:7c5,hefny-qizgj-xuijy-vllkf-6u6gz-zkpi7-zkpbf-6e4jw-ahnzl-iqhaq-oae,qxesv-zoxpm-vc64m-zxguk-5sj74-35vrb-tbgwg-pcird-5gr26-62oxl-cae,ge1-dll01.ge1.dfinity.network
mercury.ge1-dll02.22,external,2a0f:cd00:2:1:6801:5cff:fe4d:6391,2c4uc-hmrb2-nfvao-t42co-tqfed-y3i7c-xqxyp-idt2w-wgmgr-l4x7l-gae,w4rem-dv5e3-widiz-wbpea-kbttk-mnzfm-tzrc7-svcj3-kbxyb-zamch-hqe,ge1-dll02.ge1.dfinity.network
mercury.ge1-dll03.178,external,2a0f:cd00:2:1:6801:8ff:fe1d:6f25,sffnd-j2il7-3y4ab-aznmv-gzqdt-k6ka6-n4upt-ymjkt-r4key-rjahu-dqe,lhg73-sax6z-2zank-6oer2-575lz-zgbxx-ptudx-5korm-fy7we-kh4hl-pqe,ge1-dll03.ge1.dfinity.network
mercury.ge1-dll04.190,external,2a0f:cd00:2:1:6801:fdff:fe1d:d6e7,uxcrv-ccjv5-p4u3c-23nh3-dqova-frx27-tlwgc-ns3n5-sg6br-6kbq3-4ae,unassigned,ge1-dll04.ge1.dfinity.network
mercury.ge1-dll05.53,external,2a0f:cd00:2:1:6801:5aff:feed:cfd7,xypz2-ls2al-37boh-5a22g-5z3qj-rh53t-63qjo-khc65-izr5n-hth7g-uae,jtdsg-3h6gi-hs7o5-z2soi-43w3z-soyl3-ajnp3-ekni5-sw553-5kw67-nqe,ge1-dll05.ge1.dfinity.network
mercury.ge1-dll06.85,external,2a0f:cd00:2:1:6801:a9ff:fe4d:fdb5,ew5us-dwxat-fg6sp-opp2j-fjjg7-rcmyj-d3saj-vyych-f3keg-5kor5-yqe,eq6en-6jqla-fbu5s-daskr-h6hx2-376n5-iqabl-qgrng-gfqmv-n3yjr-mqe,ge1-dll06.ge1.dfinity.network
mercury.ge1-dll07.217,external,2a0f:cd00:2:1:6801:9ff:fe14:8f18,jlb2x-vto3e-r2yf4-adrqu-3gult-4fpun-besaz-4nynm-gcmht-nziru-lae,gmq5v-hbozq-uui6y-o55wc-ihop3-562wb-3qspg-nnijg-npqp5-he3cj-3ae,ge1-dll07.ge1.dfinity.network
mercury.ge1-dll08.228,external,2a0f:cd00:2:1:6801:a1ff:fe0b:3d16,ehshg-qtj5n-d5cdz-vaaec-665ol-7akv5-atlvm-jmdkw-5lo4t-rqiac-qae,unassigned,ge1-dll08.ge1.dfinity.network
mercury.ge1-dll09.98,external,2a0f:cd00:2:1:6801:bbff:fe5c:bac6,7up6g-ihrwe-e2at5-bi6e2-6rjeu-yk5mv-wabsc-qsu7x-ve6kj-2kyq4-vae,snjp4-xlbw4-mnbog-ddwy6-6ckfd-2w5a2-eipqo-7l436-pxqkh-l6fuv-vae,ge1-dll09.ge1.dfinity.network
mercury.ge1-dll10.252,external,2a0f:cd00:2:1:6801:73ff:fe12:91b2,foasq-jql3g-5njm3-75iv5-5zlx3-lbods-dnsbj-k7srs-3isgp-k4wlo-tqe,fuqsr-in2lc-zbcjj-ydmcw-pzq7h-4xm2z-pto4i-dcyee-5z4rz-x63ji-nae,ge1-dll10.ge1.dfinity.network
mercury.ge1-dll11.521,external,2a0f:cd00:2:1:6801:91ff:fe02:20e1,bayvy-p36kq-krz3d-o5lay-rxx3w-h35pc-235tv-mmhfe-b674r-xwfnq-mae,ejbmu-grnam-gk6ol-6irwa-htwoj-7ihfl-goimw-hlnvh-abms4-47v2e-zqe,ge1-dll11.ge1.dfinity.network
mercury.ge1-dll12.522,external,2a0f:cd00:2:1:6801:beff:feb9:bdcd,nf5ha-6wgiw-jhlaa-rs7hh-3k66r-mou6j-wudlt-pckzu-7goiz-yyfcc-gqe,lspz2-jx4pu-k3e7p-znm7j-q4yum-ork6e-6w4q6-pijwq-znehu-4jabe-kqe,ge1-dll12.ge1.dfinity.network
mercury.ge1-dll13.523,external,2a0f:cd00:2:1:6801:7dff:fe14:db0,6t3hc-abwek-snx4i-s57g2-w7u2g-beaec-jsjgx-g47s7-zjeb2-cb5pu-yqe,csyj4-zmann-ys6ge-3kzi6-onexi-obayx-2fvak-zersm-euci4-6pslt-lae,ge1-dll13.ge1.dfinity.network
mercury.ge1-dll14.355,external,2a0f:cd00:2:1:6801:1bff:fe8d:a3e1,yi5cv-jplzh-hnw2e-cmfyt-qpfvw-pes2g-7jc4j-qfrmd-o66m6-iz4f3-iae,brlsh-zidhj-3yy3e-6vqbz-7xnih-xeq2l-as5oc-g32c4-i5pdn-2wwof-oae,ge1-dll14.ge1.dfinity.network
mercury.ge1-dll15.356,external,2a0f:cd00:2:1:6801:73ff:fe84:136b,c2dnc-3ozfd-ew52a-yvmrc-mjyss-edoch-k7cki-f7vzk-zqapg-aw44i-mqe,unassigned,ge1-dll15.ge1.dfinity.network
mercury.ge1-dll16.357,external,2a0f:cd00:2:1:6801:aff:fede:f312,ag3bm-tdrfp-kki7m-yfwop-aoc4g-f4sjz-grd33-7zy3x-xq3tr-hpbuh-zqe,mpubz-g52jc-grhjo-5oze5-qcj74-sex34-omprz-ivnsm-qvvhr-rfzpv-vae,ge1-dll16.ge1.dfinity.network
mercury.ge1-dll17.358,external,2a0f:cd00:2:1:6801:cbff:fef1:cd4d,oxrf3-ek2nf-mnzim-4q623-f3lfp-upa4g-rcvip-dtqza-zrzge-cqxnr-4qe,qdvhd-os4o2-zzrdw-xrcv4-gljou-eztdp-bj326-e6jgr-tkhuc-ql6v2-yqe,ge1-dll17.ge1.dfinity.network
mercury.ge1-dll18.359,external,2a0f:cd00:2:1:6801:c1ff:fee2:c0f9,dndht-2fce7-aze7e-coa4j-yvyuw-ut4hw-gn5dj-xvxox-whdhg-txikb-yae,unassigned,ge1-dll18.ge1.dfinity.network
mercury.ge1-dll19.360,external,2a0f:cd00:2:1:6801:48ff:fe5f:5f61,7mwzk-chbqh-ydgzb-j3bvh-3l7fh-xc7xm-aud2g-hxyx2-bqcop-st67c-dae,yinp6-35cfo-wgcd2-oc4ty-2kqpf-t4dul-rfk33-fsq3r-mfmua-m2ngh-jqe,ge1-dll19.ge1.dfinity.network
mercury.ge1-dll20.361,external,2a0f:cd00:2:1:6801:14ff:fe0e:1673,dwtal-kpyvf-sq6ls-ekeua-73ogl-xvo6s-lfp3k-hmu3b-i4wxq-2s7xr-yqe,w4asl-4nmyj-qnr7c-6cqq4-tkwmt-o26di-iupkq-vx4kt-asbrx-jzuxh-4ae,ge1-dll20.ge1.dfinity.network
mercury.ge1-dll21.362,external,2a0f:cd00:2:1:6801:6aff:feed:9032,gtjga-mlpu7-5vz4f-knn5w-i2fea-cy3r4-vq245-ip62r-fosvm-7w3ck-2qe,pjljw-kztyl-46ud4-ofrj6-nzkhm-3n4nt-wi3jt-ypmav-ijqkt-gjf66-uae,ge1-dll21.ge1.dfinity.network
mercury.ge1-dll22.363,external,2a0f:cd00:2:1:6801:daff:fe80:6cc,3nmh7-cod3f-tduj2-u3i7i-jrobb-hinun-oxmn3-s4if5-bdvn6-xd4ga-qqe,io67a-2jmkw-zup3h-snbwi-g6a5n-rm5dn-b6png-lvdpl-nqnto-yih6l-gqe,ge1-dll22.ge1.dfinity.network
