day_utc,monthly_xdr_permyriad,daily_xdr_permyriad,node_reward_type,region
2025-12-14,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-15,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-16,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-17,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-18,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-19,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-20,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-21,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-22,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-23,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-24,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-25,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-26,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-27,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-28,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-29,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-30,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2025-12-31,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-1,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-2,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-3,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-4,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-5,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-6,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-7,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-8,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-9,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-10,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-11,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
2026-1-12,12340000,405420.94455852156,type1.1,"Asia,SG,Singapore"
