day,total_adjusted_rewards_xdr_permyriad,nodes_in_registry,underperforming_nodes
14-06-2025,11544049.2813,71,"tg4ec,wl27x,ptzzn,45huy"
15-06-2025,11544049.2813,71,"tg4ec,wl27x,45huy"
16-06-2025,11667415.6857,71,"wvxfb,tg4ec,wl27x,45huy"
17-06-2025,11553374.9189,71,"wvxfb,tg4ec,wl27x,45huy"
18-06-2025,11544049.2813,71,"tg4ec,wl27x,45huy"
19-06-2025,11842628.3367,71,"tg4ec,45huy"
20-06-2025,11842628.3367,71,"tg4ec,45huy"
21-06-2025,11842628.3367,71,"tg4ec,45huy"
22-06-2025,11544049.2813,71,"wvxfb,tg4ec,wl27x,45huy"
23-06-2025,11544049.2813,71,"tg4ec,hgbum,wl27x,45huy"
24-06-2025,11528198.3491,71,"tg4ec,wl27x,pzhdx,45huy"
25-06-2025,11544049.2813,71,"tg4ec,wl27x,45huy"
26-06-2025,11842628.3367,71,
27-06-2025,11701583.0218,71,"wl27x,45huy"
28-06-2025,11544049.2813,71,"wl27x,45huy"
29-06-2025,11601642.5438,71,"wl27x,45huy"
30-06-2025,11544049.2813,71,"wvxfb,wl27x,45huy"
01-07-2025,11544049.2813,71,"wvxfb,wl27x,ptzzn,45huy"
02-07-2025,11544049.2813,71,"wl27x,45huy"
03-07-2025,11544049.2813,71,"wl27x,45huy"
04-07-2025,11544049.2813,71,"wl27x,45huy"
05-07-2025,11544049.2813,71,"wl27x,45huy"
06-07-2025,11544049.2813,71,"wl27x,45huy"
07-07-2025,11544049.2813,71,"wl27x,45huy"
08-07-2025,11544049.2813,71,"wvxfb,wl27x,45huy"
09-07-2025,11567551.6363,71,"wl27x,45huy"
10-07-2025,11546203.0636,71,"wl27x,45huy"
11-07-2025,11544049.2813,71,"wvxfb,wl27x,ptzzn,45huy"
12-07-2025,11533563.3949,71,"wl27x,pzhdx,45huy"
13-07-2025,11532014.9749,71,"wvxfb,wl27x,pzhdx,45huy"
