day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,2683241,2683241,100.00,6,6,0,
2025-12-15,2683241,2683241,100.00,6,6,0,
2025-12-16,2683241,2683241,100.00,6,6,0,
2025-12-17,2683241,2683241,100.00,6,6,0,
2025-12-18,2683241,2683241,100.00,6,6,0,
2025-12-19,2683241,2683241,100.00,6,6,0,
2025-12-20,2683241,2683241,100.00,6,6,0,
2025-12-21,2683241,2683241,100.00,6,6,0,
2025-12-22,2683241,2683241,100.00,6,6,0,
2025-12-23,2683241,2683241,100.00,6,6,0,
2025-12-24,2683241,2683241,100.00,6,6,0,
2025-12-25,2683241,2683241,100.00,6,6,0,
2025-12-26,2683241,2683241,100.00,6,6,0,
2025-12-27,2683241,2683241,100.00,6,6,0,
2025-12-28,2683241,2683241,100.00,6,6,0,
2025-12-29,2683241,2683241,100.00,6,6,0,
2025-12-30,2683241,2683241,100.00,6,6,0,
2025-12-31,2683241,2683241,100.00,6,6,0,
2026-1-1,2683241,2683241,100.00,6,6,0,
2026-1-2,2683241,2683241,100.00,6,6,0,
2026-1-3,2683241,2683241,100.00,6,6,0,
2026-1-4,2683241,2683241,100.00,6,6,0,
2026-1-5,2683241,2683241,100.00,6,6,0,
2026-1-6,2683241,2683241,100.00,6,6,0,
2026-1-7,2683241,2683241,100.00,6,6,0,
2026-1-8,2683241,2683241,100.00,6,6,0,
2026-1-9,2683241,2683241,100.00,6,6,0,
2026-1-10,2683241,2683241,100.00,6,6,0,
2026-1-11,2683241,2683241,100.00,6,6,0,
2026-1-12,2683241,2683241,100.00,6,6,0,
