day_utc,monthly_xdr_permyriad,daily_xdr_permyriad,node_reward_type,region
2025-12-14,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-15,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-16,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-17,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-18,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-19,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-20,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-21,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-22,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-23,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-24,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-25,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-26,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-27,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-28,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-29,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-30,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2025-12-31,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-1,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-2,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-3,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-4,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-5,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-6,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-7,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-8,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-9,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-10,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-11,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
2026-1-12,23106250,759137.5770020534,type3.1,"Africa,ZA,Cape Town"
