day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,10928624,10928624,100.00,28,1,0,
2025-12-15,10928624,10928624,100.00,28,1,0,
2025-12-16,10928624,10928624,100.00,28,1,0,
2025-12-17,10928624,10928624,100.00,28,1,0,
2025-12-18,10928624,10928624,100.00,28,1,0,
2025-12-19,10928624,10928624,100.00,28,1,0,
2025-12-20,10928624,10928624,100.00,28,1,0,
2025-12-21,10928624,10928624,100.00,28,1,0,
2025-12-22,10928624,10928624,100.00,28,1,0,
2025-12-23,10928624,10928624,100.00,28,1,0,
2025-12-24,10928624,10928624,100.00,28,1,0,
2025-12-25,10928624,10928624,100.00,28,1,0,
2025-12-26,10928624,10928624,100.00,28,1,0,
2025-12-27,10928624,10928624,100.00,28,1,0,
2025-12-28,10928624,10928624,100.00,28,1,0,
2025-12-29,10928624,10928624,100.00,28,1,0,
2025-12-30,10928624,10928624,100.00,28,1,0,
2025-12-31,10928624,10928624,100.00,28,1,0,
2026-1-1,10928624,10928624,100.00,28,1,0,
2026-1-2,10928624,10928624,100.00,28,1,0,
2026-1-3,10928624,10928624,100.00,28,1,0,
2026-1-4,10928624,10928624,100.00,28,1,0,
2026-1-5,10928624,10928624,100.00,28,1,0,
2026-1-6,10928624,10928624,100.00,28,1,0,
2026-1-7,10928624,10928624,100.00,28,1,0,
2026-1-8,10928624,10928624,100.00,28,1,0,
2026-1-9,10928624,10928624,100.00,28,1,0,
2026-1-10,10928624,10928624,100.00,28,1,0,
2026-1-11,10928624,10928624,100.00,28,1,0,
2026-1-12,10928624,10928624,100.00,28,1,0,
