day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,1344765,566971,42.16,2,1,2,"4p3lu, nj7re"
2025-12-15,1344765,840156,62.48,2,1,2,"4p3lu, nj7re"
2025-12-16,1344765,1074715,79.92,2,1,2,"4p3lu, nj7re"
2025-12-17,1344765,1121047,83.36,2,1,2,"4p3lu, nj7re"
2025-12-18,1344765,753776,56.05,2,1,2,"4p3lu, nj7re"
2025-12-19,1344765,877248,65.23,2,1,2,"4p3lu, nj7re"
2025-12-20,1344765,471611,35.07,2,1,2,"4p3lu, nj7re"
2025-12-21,1344765,742060,55.18,2,1,2,"4p3lu, nj7re"
2025-12-22,1344765,886990,65.96,2,1,2,"4p3lu, nj7re"
2025-12-23,1344765,1102118,81.96,2,1,2,"4p3lu, nj7re"
2025-12-24,1344765,1155373,85.92,2,1,2,"4p3lu, nj7re"
2025-12-25,1344765,1195082,88.87,2,1,2,"4p3lu, nj7re"
2025-12-26,1344765,1080840,80.37,2,1,2,"4p3lu, nj7re"
2025-12-27,1344765,268953,20.00,2,1,2,"4p3lu, nj7re"
2025-12-28,1344765,268953,20.00,2,1,2,"4p3lu, nj7re"
2025-12-29,1344765,268953,20.00,2,1,2,"4p3lu, nj7re"
2025-12-30,1344765,268953,20.00,2,1,2,"4p3lu, nj7re"
2025-12-31,1344765,268953,20.00,2,1,2,"4p3lu, nj7re"
2026-1-1,1344765,268953,20.00,2,1,2,"4p3lu, nj7re"
2026-1-2,1344765,545489,40.56,2,1,2,"4p3lu, nj7re"
2026-1-3,1344765,670481,49.86,2,1,2,"4p3lu, nj7re"
2026-1-4,1344765,948172,70.51,2,1,2,"4p3lu, nj7re"
2026-1-5,1344765,911973,67.82,2,1,2,"4p3lu, nj7re"
2026-1-6,1344765,1145187,85.16,2,1,2,"4p3lu, nj7re"
2026-1-7,1344765,1014752,75.46,2,1,2,"4p3lu, nj7re"
2026-1-8,1344765,1136006,84.48,2,1,2,"4p3lu, nj7re"
2026-1-9,1344765,538827,40.07,2,1,2,"4p3lu, nj7re"
2026-1-10,1344765,950777,70.70,2,1,2,"4p3lu, nj7re"
2026-1-11,1344765,942909,70.12,2,1,2,"4p3lu, nj7re"
2026-1-12,1344765,891491,66.29,2,1,2,"4p3lu, nj7re"
