day,total_adjusted_rewards_xdr_permyriad,nodes_in_registry,underperforming_nodes
14-06-2025,3161689.3018,8,
15-06-2025,3161689.3018,8,
16-06-2025,3161689.3018,8,
17-06-2025,3161689.3018,8,
18-06-2025,3161689.3018,8,
19-06-2025,3161689.3018,8,
20-06-2025,3161689.3018,8,
21-06-2025,3161689.3018,8,
22-06-2025,3161689.3018,8,
23-06-2025,3161689.3018,8,
24-06-2025,3161689.3018,8,
25-06-2025,3161689.3018,8,
26-06-2025,3161689.3018,8,
27-06-2025,3161689.3018,8,
28-06-2025,506447.6386,1,
29-06-2025,506447.6386,1,
30-06-2025,506447.6386,1,
01-07-2025,506447.6386,1,
02-07-2025,506447.6386,1,
03-07-2025,506447.6386,1,
04-07-2025,506447.6386,1,
05-07-2025,506447.6386,1,
06-07-2025,506447.6386,1,
07-07-2025,506447.6386,1,
08-07-2025,506447.6386,1,
09-07-2025,506447.6386,1,
10-07-2025,506447.6386,1,
11-07-2025,506447.6386,1,
12-07-2025,506447.6386,1,
13-07-2025,506447.6386,1,
