day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,15013059,14155170,94.29,42,35,3,"2h6dm, e6qmp, xbcli"
2025-12-15,15013059,14301256,95.26,42,35,4,"2h6dm, e6qmp, mqriv, xbcli"
2025-12-16,15013059,14591563,97.19,42,35,2,"e6qmp, xbcli"
2025-12-17,15013059,14727096,98.10,42,35,1,xbcli
2025-12-18,15013059,14727096,98.10,42,35,1,xbcli
2025-12-19,15013059,14727096,98.10,42,35,1,xbcli
2025-12-20,15013059,14727096,98.10,42,35,1,xbcli
2025-12-21,15013059,14694639,97.88,42,35,2,"2h6dm, xbcli"
2025-12-22,15013059,14441133,96.19,42,35,2,"2h6dm, xbcli"
2025-12-23,15013059,15013059,100.00,42,34,0,
2025-12-24,15013059,15013059,100.00,42,34,0,
2025-12-25,15013059,14987906,99.83,42,34,1,2h6dm
2025-12-26,15013059,15013059,100.00,42,34,0,
2025-12-27,15013059,15013059,100.00,42,34,0,
2025-12-28,15013059,15013059,100.00,42,34,0,
2025-12-29,15013059,15013059,100.00,42,34,0,
2025-12-30,15013059,14968348,99.70,42,34,1,2h6dm
2025-12-31,15013059,15013059,100.00,42,34,0,
2026-1-1,15013059,14988346,99.84,42,34,1,2h6dm
2026-1-2,15013059,15013059,100.00,42,34,0,
2026-1-3,15013059,15013059,100.00,42,34,0,
2026-1-4,15013059,15013059,100.00,42,34,0,
2026-1-5,15013059,15013059,100.00,42,34,0,
2026-1-6,15013059,14855687,98.95,42,34,1,zxph7
2026-1-7,15013059,15013059,100.00,42,34,0,
2026-1-8,15013059,15013059,100.00,42,34,0,
2026-1-9,15013059,15013059,100.00,42,34,0,
2026-1-10,15013059,14970257,99.71,42,34,1,2h6dm
2026-1-11,15013059,14741751,98.19,42,34,1,2h6dm
2026-1-12,15013059,15013059,100.00,42,34,0,
