day_utc,monthly_xdr_permyriad,daily_xdr_permyriad,node_reward_type,region
2025-12-14,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-14,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-15,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-15,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-16,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-16,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-17,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-17,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-18,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-18,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-19,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-19,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-20,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-20,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-21,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-21,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-22,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-22,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-23,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-23,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-24,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-24,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-25,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-25,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-26,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-26,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-27,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-27,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-28,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-28,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-29,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-29,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-30,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-30,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2025-12-31,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2025-12-31,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-1,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-1,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-2,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-2,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-3,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-3,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-4,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-4,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-5,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-5,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-6,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-6,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-7,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-7,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-8,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-8,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-9,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-9,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-10,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-10,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-11,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-11,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
2026-1-12,10880000,357453.79876796715,type1.1,"North America,CA,British Columbia"
2026-1-12,10880000,357453.79876796715,type1.1,"North America,CA,Ontario"
