day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,17027679,16956738,99.58,42,38,2,"3ppfv, xpit6"
2025-12-15,17027679,16045352,94.23,42,38,13,"2yzcy, 3fgii, 3ppfv, b5pgw, dapyz, f63hs, jvqnq, kjzcx, o2ejh, tjg3r, tnjj3, wz42c, xpit6"
2025-12-16,17027679,14342931,84.23,42,38,23,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, tjg3r, tnjj3, wz42c, xp737, xpit6, zpp25"
2025-12-17,17027679,15546902,91.30,42,38,18,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, dapyz, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, tjg3r, tnjj3, wz42c, xpit6, zpp25"
2025-12-18,17027679,15529774,91.20,42,38,19,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, f63hs, jvqnq, kjzcx, mbsyf, o2ejh, pud2o, pxxcj, tjg3r, tnjj3, wz42c, xp737, xpit6, zpp25"
2025-12-19,17027679,15226825,89.42,42,38,19,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, diz6c, f63hs, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, tnjj3, wz42c, xpit6, zpp25"
2025-12-20,17027679,15548500,91.31,42,38,20,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, dapyz, diz6c, f63hs, jvqnq, kjzcx, mbsyf, o2ejh, pud2o, pxxcj, tjg3r, tnjj3, wz42c, xp737, xpit6, zpp25"
2025-12-21,17027679,16084817,94.46,42,38,13,"2yzcy, 3fgii, 3ppfv, 6df7i, dapyz, diz6c, jvqnq, kjzcx, o2ejh, pud2o, tnjj3, wz42c, xpit6"
2025-12-22,17027679,16552717,97.21,42,38,10,"2yzcy, 3fgii, 3ppfv, jvqnq, kjzcx, klluj, o2ejh, tnjj3, wz42c, xpit6"
2025-12-23,17027679,15468796,90.85,42,38,20,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, dapyz, diz6c, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, tnjj3, wz42c, xp737, xpit6, zpp25"
2025-12-24,17027679,15550385,91.32,42,38,18,"2yzcy, 3fgii, 3m2d5, 3ppfv, dapyz, diz6c, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, tnjj3, wz42c, xp737, xpit6, zpp25"
2025-12-25,17027679,14919626,87.62,42,38,23,"3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, jvqnq, k6zrw, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, tjg3r, tnjj3, wz42c, xp737, xpit6, zpp25"
2025-12-26,17027679,14786275,86.84,42,38,23,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, qp3lh, tnjj3, wz42c, xp737, xpit6, zpp25"
2025-12-27,17027679,15166630,89.07,42,38,19,"2yzcy, 3fgii, 3m2d5, 3ppfv, b5pgw, diz6c, f63hs, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, tnjj3, wz42c, xp737, xpit6, zpp25"
2025-12-28,17027679,15210793,89.33,42,38,20,"3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, tnjj3, wz42c, xp737, xpit6, zpp25"
2025-12-29,17027679,15524754,91.17,42,38,21,"3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, cpywp, dapyz, diz6c, f63hs, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, tnjj3, vtbf4, wz42c, xpit6, zpp25"
2025-12-30,17027679,14036493,82.43,42,38,26,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, hober, ii5t4, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, t3d5h, tjg3r, tnjj3, wz42c, xp737, xpit6, zpp25"
