day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-31,17027679,13280980,78.00,42,38,26,"3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, hober, ii5t4, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, t3d5h, tjg3r, tnjj3, vtbf4, wz42c, xp737, xpit6, zpp25"
2026-1-1,17027679,13370439,78.52,42,38,23,"3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, ii5t4, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, t3d5h, tnjj3, wz42c, xp737, xpit6, zpp25"
2026-1-2,17027679,13418142,78.80,42,38,27,"3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, hober, ihoip, ii5t4, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, t3d5h, tjg3r, tnjj3, vtbf4, wz42c, xp737, xpit6, zpp25"
2026-1-3,17027679,11304467,66.39,42,38,29,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, gsrhr, hober, ii5t4, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, t3d5h, tjg3r, tnjj3, vtbf4, wz42c, xp737, xpit6, y6mus, zpp25"
2026-1-4,17027679,10924946,64.16,42,38,30,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, gsrhr, hober, i5xgw, ii5t4, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, qp3lh, t3d5h, tjg3r, tnjj3, vtbf4, wz42c, xp737, xpit6, zpp25"
2026-1-5,17027679,11247826,66.06,42,38,30,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, gsrhr, hober, i5xgw, ii5t4, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, qp3lh, t3d5h, tjg3r, tnjj3, vtbf4, wz42c, xp737, xpit6, zpp25"
2026-1-6,17027679,10957456,64.35,42,38,33,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, gsrhr, hober, i5xgw, ihoip, ii5t4, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, qp3lh, t3d5h, tjg3r, tnjj3, vtbf4, wz42c, xp737, xpit6, xu6mr, y6mus, zpp25"
2026-1-7,17027679,12856392,75.50,42,38,28,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, f63hs, gsrhr, i5xgw, ii5t4, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, qp3lh, t3d5h, tjg3r, tnjj3, vtbf4, wz42c, xp737, xpit6, zpp25"
2026-1-8,17027679,15004581,88.12,42,38,24,"2yzcy, 3fgii, 3m2d5, 3ppfv, 6df7i, b5pgw, dapyz, diz6c, f63hs, jvqnq, kjzcx, klluj, mbsyf, o2ejh, pud2o, pxxcj, q36yu, tjg3r, tnjj3, vtbf4, wz42c, xp737, xpit6, zpp25"
2026-1-9,17027679,16407397,96.36,42,38,8,"3fgii, 3ppfv, dapyz, kjzcx, tjg3r, tnjj3, vtbf4, wz42c"
2026-1-10,17027679,16706265,98.11,42,38,5,"3fgii, 3ppfv, kjzcx, tnjj3, wz42c"
2026-1-11,17027679,16558590,97.25,42,38,5,"3fgii, 3ppfv, kjzcx, tnjj3, wz42c"
2026-1-12,17027679,16831535,98.85,42,38,4,"3ppfv, dapyz, kjzcx, tnjj3"
