day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,14640492,14640492,100.00,42,28,0,
2025-12-15,14640492,14640492,100.00,42,28,0,
2025-12-16,14640492,14535410,99.28,42,28,1,najnj
2025-12-17,14640492,14640492,100.00,42,28,0,
2025-12-18,14640492,14640492,100.00,42,28,0,
2025-12-19,14640492,14578298,99.58,42,28,1,najnj
2025-12-20,14640492,14550916,99.39,42,28,1,najnj
2025-12-21,14640492,14640492,100.00,42,28,0,
2025-12-22,14640492,14640492,100.00,42,28,0,
2025-12-23,14640492,14640492,100.00,42,28,0,
2025-12-24,14640492,14478013,98.89,42,28,2,"najnj, rhy7d"
2025-12-25,14640492,14640492,100.00,42,28,0,
2025-12-26,14640492,14640492,100.00,42,28,0,
2025-12-27,14640492,14640492,100.00,42,28,0,
2025-12-28,14640492,14640492,100.00,42,28,0,
2025-12-29,14640492,14640492,100.00,42,28,0,
2025-12-30,14640492,14640492,100.00,42,28,0,
2025-12-31,14640492,14640492,100.00,42,28,0,
2026-1-1,14640492,14640492,100.00,42,28,0,
2026-1-2,14640492,14640492,100.00,42,28,0,
2026-1-3,14640492,14640492,100.00,42,28,0,
2026-1-4,14640492,14640492,100.00,42,28,0,
2026-1-5,14640492,14640492,100.00,42,28,0,
2026-1-6,14640492,14640492,100.00,42,28,0,
2026-1-7,14640492,14515759,99.15,42,28,1,najnj
2026-1-8,14640492,14623645,99.88,42,28,1,najnj
2026-1-9,14640492,14640492,100.00,42,28,0,
2026-1-10,14640492,14640492,100.00,42,28,0,
2026-1-11,14640492,14640492,100.00,42,28,0,
2026-1-12,14640492,14424368,98.52,42,28,1,najnj
