day_utc,region,nodes_count,avg_rewards_xdr_permyriad,avg_coefficient,daily_xdr_permyriad
2025-12-14,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-14,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-15,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-15,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-16,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-16,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-17,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-17,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-18,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-18,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-19,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-19,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-20,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-20,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-21,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-21,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-22,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-22,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-23,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-23,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-24,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-24,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-25,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-25,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-26,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-26,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-27,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-27,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-28,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-28,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-29,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-29,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-30,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-30,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2025-12-31,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2025-12-31,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-1,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-1,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-2,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-2,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-3,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-3,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-4,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-4,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-5,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-5,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-6,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-6,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-7,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-7,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-8,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-8,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-9,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-9,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-10,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-10,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-11,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-11,North America:CA,1,506926.75154004106,0.7,506926.75154004106
2026-1-12,Asia:IN,12,831786.4476386037,0.98,746123.7983359616
2026-1-12,North America:CA,1,506926.75154004106,0.7,506926.75154004106
