day,total_adjusted_rewards_xdr_permyriad,nodes_in_registry,underperforming_nodes
14-06-2025,12528435.7441,25,ldqxr
15-06-2025,12537539.8342,25,
16-06-2025,12537539.8342,25,
17-06-2025,12537539.8342,25,
18-06-2025,12116117.0540,25,cp7d4
19-06-2025,12459303.3870,25,cp7d4
20-06-2025,12116117.0540,25,cp7d4
21-06-2025,12116117.0540,25,cp7d4
22-06-2025,12116117.0540,25,cp7d4
23-06-2025,12116117.0540,25,cp7d4
24-06-2025,12116117.0540,25,cp7d4
25-06-2025,12116117.0540,25,cp7d4
26-06-2025,12116117.0540,25,cp7d4
27-06-2025,12116117.0540,25,cp7d4
28-06-2025,12116117.0540,25,cp7d4
29-06-2025,12116117.0540,25,cp7d4
30-06-2025,12116117.0540,25,cp7d4
01-07-2025,12537539.8342,25,
02-07-2025,12537539.8342,25,
03-07-2025,12537539.8342,25,
04-07-2025,12537539.8342,25,
05-07-2025,12537539.8342,25,
06-07-2025,12537539.8342,25,
07-07-2025,12537539.8342,25,
08-07-2025,12518660.0777,25,l7nbu
09-07-2025,12537539.8342,25,
10-07-2025,12537539.8342,25,
11-07-2025,12537539.8342,25,
12-07-2025,12537539.8342,25,
13-07-2025,12537539.8342,25,
