node_reward_type,region,monthly_xdr_permyriad,daily_xdr_permyriad
Type3dot1,"Asia,GE,Tbilisi",23939583.0000,786516.0739
Type3dot1,"Europe,LT,Vilnius",15415000.0000,506447.6386
