day,region,nodes_count,xdr_permyriad
14-06-2025,Africa:ZA,12,810185.6767
14-06-2025,Oceania:AU,6,568135.1096
15-06-2025,Africa:ZA,12,810185.6767
15-06-2025,Oceania:AU,6,568135.1096
16-06-2025,Africa:ZA,12,810185.6767
16-06-2025,Oceania:AU,6,568135.1096
17-06-2025,Africa:ZA,12,810185.6767
17-06-2025,Oceania:AU,6,568135.1096
18-06-2025,Africa:ZA,12,810185.6767
18-06-2025,Oceania:AU,6,568135.1096
19-06-2025,Africa:ZA,12,810185.6767
19-06-2025,Oceania:AU,6,568135.1096
20-06-2025,Africa:ZA,12,810185.6767
20-06-2025,Oceania:AU,6,568135.1096
21-06-2025,Africa:ZA,12,810185.6767
21-06-2025,Oceania:AU,6,568135.1096
22-06-2025,Africa:ZA,12,810185.6767
22-06-2025,Oceania:AU,6,568135.1096
23-06-2025,Africa:ZA,12,810185.6767
23-06-2025,Oceania:AU,6,568135.1096
24-06-2025,Africa:ZA,12,810185.6767
24-06-2025,Oceania:AU,6,568135.1096
25-06-2025,Africa:ZA,12,810185.6767
25-06-2025,Oceania:AU,6,568135.1096
26-06-2025,Africa:ZA,12,810185.6767
26-06-2025,Oceania:AU,6,568135.1096
27-06-2025,Africa:ZA,12,810185.6767
27-06-2025,Oceania:AU,6,568135.1096
28-06-2025,Africa:ZA,12,810185.6767
28-06-2025,Oceania:AU,6,568135.1096
29-06-2025,Africa:ZA,12,810185.6767
29-06-2025,Oceania:AU,6,568135.1096
30-06-2025,Africa:ZA,12,810185.6767
30-06-2025,Oceania:AU,6,568135.1096
01-07-2025,Africa:ZA,12,810185.6767
01-07-2025,Oceania:AU,6,568135.1096
02-07-2025,Africa:ZA,12,810185.6767
02-07-2025,Oceania:AU,6,568135.1096
03-07-2025,Africa:ZA,12,810185.6767
03-07-2025,Oceania:AU,6,568135.1096
04-07-2025,Africa:ZA,12,810185.6767
04-07-2025,Oceania:AU,6,568135.1096
05-07-2025,Africa:ZA,12,810185.6767
05-07-2025,Oceania:AU,6,568135.1096
06-07-2025,Africa:ZA,12,810185.6767
06-07-2025,Oceania:AU,6,568135.1096
07-07-2025,Africa:ZA,12,810185.6767
07-07-2025,Oceania:AU,6,568135.1096
08-07-2025,Africa:ZA,12,810185.6767
08-07-2025,Oceania:AU,6,568135.1096
09-07-2025,Africa:ZA,12,810185.6767
09-07-2025,Oceania:AU,6,568135.1096
10-07-2025,Africa:ZA,12,810185.6767
10-07-2025,Oceania:AU,6,568135.1096
11-07-2025,Africa:ZA,12,810185.6767
11-07-2025,Oceania:AU,6,568135.1096
12-07-2025,Africa:ZA,12,810185.6767
12-07-2025,Oceania:AU,6,568135.1096
13-07-2025,Africa:ZA,12,810185.6767
13-07-2025,Oceania:AU,6,568135.1096
