day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,4582724,4582724,100.00,10,9,0,
2025-12-15,4582724,4582724,100.00,10,9,0,
2025-12-16,4582724,4582724,100.00,10,9,0,
2025-12-17,4582724,4582724,100.00,10,9,0,
2025-12-18,4582724,4582724,100.00,10,9,0,
2025-12-19,4582724,4582724,100.00,10,9,0,
2025-12-20,4582724,4582724,100.00,10,9,0,
2025-12-21,4582724,4582724,100.00,10,9,0,
2025-12-22,4582724,4582724,100.00,10,9,0,
2025-12-23,4582724,4582724,100.00,10,9,0,
2025-12-24,4582724,4582724,100.00,10,9,0,
2025-12-25,4582724,4582724,100.00,10,9,0,
2025-12-26,4582724,4582724,100.00,10,9,0,
2025-12-27,4582724,4582724,100.00,10,9,0,
2025-12-28,4582724,4582724,100.00,10,9,0,
2025-12-29,4582724,4582724,100.00,10,9,0,
2025-12-30,4582724,4582724,100.00,10,9,0,
2025-12-31,4582724,4582724,100.00,10,9,0,
2026-1-1,4582724,4582724,100.00,10,9,0,
2026-1-2,4582724,4582724,100.00,10,9,0,
2026-1-3,4582724,4582724,100.00,10,9,0,
2026-1-4,4582724,4582724,100.00,10,9,0,
2026-1-5,4582724,4582724,100.00,10,9,0,
2026-1-6,4582724,4582724,100.00,10,9,0,
2026-1-7,4582724,4582724,100.00,10,9,0,
2026-1-8,4582724,4582724,100.00,10,9,0,
2026-1-9,4582724,4582724,100.00,10,9,0,
2026-1-10,4582724,4582724,100.00,10,9,0,
2026-1-11,4582724,4582724,100.00,10,9,0,
2026-1-12,4582724,4582724,100.00,10,9,0,
