day,total_adjusted_rewards_xdr_permyriad,nodes_in_registry,underperforming_nodes
17-06-2025,10538316.2217,27,
18-06-2025,10538316.2217,27,
19-06-2025,10538316.2217,27,
20-06-2025,10538316.2217,27,
21-06-2025,10538316.2217,27,
22-06-2025,10538316.2217,27,
23-06-2025,10538316.2217,27,
24-06-2025,10538316.2217,27,
25-06-2025,10538316.2217,27,
26-06-2025,10538316.2217,27,
27-06-2025,10538316.2217,27,
28-06-2025,10538316.2217,27,
29-06-2025,10538316.2217,27,
30-06-2025,10538316.2217,27,
01-07-2025,10928624.2299,28,
02-07-2025,10928624.2299,28,
03-07-2025,10928624.2299,28,
04-07-2025,10928624.2299,28,
05-07-2025,10928624.2299,28,
06-07-2025,10928624.2299,28,
07-07-2025,10928624.2299,28,
08-07-2025,10928624.2299,28,
09-07-2025,10928624.2299,28,
10-07-2025,10928624.2299,28,
11-07-2025,10928624.2299,28,
12-07-2025,10928624.2299,28,
13-07-2025,10928624.2299,28,
