day,total_adjusted_rewards_xdr_permyriad,nodes_in_registry,underperforming_nodes
14-06-2025,8586776.1806,41,
15-06-2025,8586776.1806,41,
16-06-2025,8586776.1806,41,
17-06-2025,8586776.1806,41,
18-06-2025,8586776.1806,41,
19-06-2025,8586776.1806,41,
20-06-2025,8586776.1806,41,
21-06-2025,8586776.1806,41,
22-06-2025,8586776.1806,41,
23-06-2025,8526759.4186,41,64fwz
24-06-2025,8586776.1806,41,bz4m4
25-06-2025,8586776.1806,41,bz4m4
26-06-2025,8586776.1806,41,
27-06-2025,8586776.1806,41,
28-06-2025,8586776.1806,41,
29-06-2025,8586776.1806,41,bz4m4
30-06-2025,8586776.1806,41,
01-07-2025,8586776.1806,41,
02-07-2025,8586776.1806,41,bz4m4
03-07-2025,8586776.1806,41,bz4m4
04-07-2025,8586776.1806,41,bz4m4
05-07-2025,8586776.1806,41,bz4m4
06-07-2025,8586776.1806,41,
07-07-2025,8586776.1806,41,"bz4m4,asad5"
08-07-2025,8586776.1806,41,asad5
09-07-2025,8586776.1806,41,asad5
10-07-2025,8586776.1806,41,"bz4m4,asad5"
11-07-2025,8586776.1806,41,"bz4m4,asad5"
12-07-2025,8586776.1806,41,"bz4m4,asad5"
13-07-2025,8586776.1806,41,"bz4m4,asad5"
