day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,1110169,412086,37.12,3,1,3,"33mvi, clgez, yt3fa"
2025-12-15,1110169,682742,61.50,3,1,3,"33mvi, clgez, yt3fa"
2025-12-16,1110169,1049282,94.52,3,1,3,"33mvi, clgez, yt3fa"
2025-12-17,1110169,922504,83.10,3,1,3,"33mvi, clgez, yt3fa"
2025-12-18,1110169,703343,63.35,3,1,3,"33mvi, clgez, yt3fa"
2025-12-19,1110169,773762,69.70,3,1,3,"33mvi, clgez, yt3fa"
2025-12-20,1110169,855942,77.10,3,1,3,"33mvi, clgez, yt3fa"
2025-12-21,1110169,921103,82.97,3,1,3,"33mvi, clgez, yt3fa"
2025-12-22,1110169,709161,63.88,3,1,3,"33mvi, clgez, yt3fa"
2025-12-23,1110169,697838,62.86,3,1,3,"33mvi, clgez, yt3fa"
2025-12-24,1110169,483540,43.56,3,1,3,"33mvi, clgez, yt3fa"
2025-12-25,1110169,539059,48.56,3,1,3,"33mvi, clgez, yt3fa"
2025-12-26,1110169,589792,53.13,3,1,3,"33mvi, clgez, yt3fa"
2025-12-27,1110169,931948,83.95,3,1,3,"33mvi, clgez, yt3fa"
2025-12-28,1110169,1068900,96.28,3,1,3,"33mvi, clgez, yt3fa"
2025-12-29,1110169,925614,83.38,3,1,3,"33mvi, clgez, yt3fa"
2025-12-30,1110169,826113,74.41,3,1,3,"33mvi, clgez, yt3fa"
2025-12-31,1110169,632268,56.95,3,1,3,"33mvi, clgez, yt3fa"
2026-1-1,1110169,854887,77.01,3,1,3,"33mvi, clgez, yt3fa"
2026-1-2,1110169,479690,43.21,3,2,3,"33mvi, clgez, yt3fa"
2026-1-3,861775,314950,36.55,2,1,2,"33mvi, yt3fa"
2026-1-4,1110169,949570,85.53,3,2,2,"33mvi, obo7x"
2026-1-5,1110169,1110169,100.00,3,1,0,
2026-1-6,1110169,1110169,100.00,3,1,0,
2026-1-7,1110169,1110169,100.00,3,1,0,
2026-1-8,1110169,1110169,100.00,3,1,0,
2026-1-9,1110169,1110169,100.00,3,1,0,
2026-1-10,1110169,1110169,100.00,3,1,0,
2026-1-11,1110169,1110169,100.00,3,1,0,
2026-1-12,1110169,1110169,100.00,3,1,0,
