day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,12537539,12537539,100.00,25,17,0,
2025-12-15,12537539,12537539,100.00,25,17,0,
2025-12-16,12537539,12095856,96.48,25,17,8,"ami6p, dqhdk, dur57, femah, l7nbu, q3sji, s2p3k, uouxk"
2025-12-17,12537539,12537539,100.00,25,17,0,
2025-12-18,12537539,12537539,100.00,25,17,0,
2025-12-19,12537539,12537539,100.00,25,17,0,
2025-12-20,12537539,12537539,100.00,25,17,0,
2025-12-21,12537539,12537539,100.00,25,17,0,
2025-12-22,12537539,12537539,100.00,25,17,0,
2025-12-23,12537539,12402733,98.92,25,17,6,"ami6p, dqhdk, femah, q3sji, s2p3k, uouxk"
2025-12-24,12537539,12537539,100.00,25,17,0,
2025-12-25,12537539,12537539,100.00,25,17,0,
2025-12-26,12537539,12537539,100.00,25,17,0,
2025-12-27,12537539,12537539,100.00,25,17,0,
2025-12-28,12537539,12537539,100.00,25,17,0,
2025-12-29,12537539,12283492,97.97,25,18,1,hey4c
2025-12-30,12537539,12537539,100.00,25,18,0,
2025-12-31,12537539,12537539,100.00,25,18,0,
2026-1-1,12537539,12537539,100.00,25,18,0,
2026-1-2,12537539,12537539,100.00,25,18,0,
2026-1-3,12537539,11660468,93.00,25,18,19,"627qw, 7meyc, 7r7go, ami6p, dofld, dqhdk, dur57, femah, fi2eu, hey4c, l7nbu, pbqnn, q3sji, r5zha, s2p3k, sspbf, txh2c, uouxk, vgpqf"
2026-1-4,12537539,8800214,70.19,25,18,19,"627qw, 7meyc, 7r7go, ami6p, dofld, dqhdk, dur57, femah, fi2eu, hey4c, l7nbu, pbqnn, q3sji, r5zha, s2p3k, sspbf, txh2c, uouxk, vgpqf"
2026-1-5,12537539,12392342,98.84,25,18,8,"dofld, dqhdk, dur57, femah, hey4c, l7nbu, q3sji, r5zha"
2026-1-6,12537539,12537539,100.00,25,18,0,
2026-1-7,12537539,12537539,100.00,25,18,0,
2026-1-8,12537539,12292086,98.04,25,18,9,"ami6p, dqhdk, dur57, femah, hey4c, l7nbu, q3sji, r5zha, uouxk"
2026-1-9,12537539,12158359,96.98,25,18,1,q3sji
2026-1-10,12537539,12492921,99.64,25,18,1,q3sji
2026-1-11,12537539,12537539,100.00,25,18,0,
2026-1-12,12537539,12537539,100.00,25,18,0,
