day_utc,region,nodes_count,avg_rewards_xdr_permyriad,avg_coefficient,daily_xdr_permyriad
2025-12-14,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-14,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-15,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-15,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-16,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-16,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-17,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-17,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-18,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-18,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-19,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-19,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-20,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-20,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-21,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-21,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-22,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-22,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-23,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-23,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-24,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-24,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-25,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-25,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-26,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-26,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-27,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-27,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-28,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-28,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-29,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-29,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-30,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-30,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2025-12-31,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2025-12-31,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-1,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-1,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-2,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-2,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-3,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-3,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-4,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-4,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-5,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-5,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-6,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-6,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-7,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-7,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-8,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-8,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-9,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-9,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-10,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-10,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-11,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-11,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
2026-1-12,Asia:GE,18,786516.0739219713,0.95,526778.4751806906
2026-1-12,Europe:LT,7,506447.6386036961,0.95,436503.8972803608
