node_reward_type,region,monthly_xdr_permyriad,daily_xdr_permyriad
Type3dot1,"Europe,CZ,Praha",15415000.0000,506447.6386
Type3dot1,"Europe,EE,Tallinn",15415000.0000,506447.6386
Type3dot1,"Europe,ES,Madrid",15415000.0000,506447.6386
Type3dot1,"Europe,LT,Siauliai",15415000.0000,506447.6386
Type3dot1,"Europe,LV,Riga",15415000.0000,506447.6386
Type3dot1,"Europe,PL,Warszawa",15415000.0000,506447.6386
Type3dot1,"Europe,PT,Lisbon",15415000.0000,506447.6386
