day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,9760328,9760328,100.00,28,21,0,
2025-12-15,9760328,9760328,100.00,28,21,0,
2025-12-16,9760328,9760328,100.00,28,21,0,
2025-12-17,9760328,9737566,99.77,28,21,1,4rpiz
2025-12-18,9760328,9675399,99.13,28,21,1,4rpiz
2025-12-19,9760328,9760328,100.00,28,21,0,
2025-12-20,9760328,9760328,100.00,28,21,0,
2025-12-21,9760328,9760328,100.00,28,21,0,
2025-12-22,9760328,9760328,100.00,28,21,0,
2025-12-23,9760328,9760328,100.00,28,21,0,
2025-12-24,9760328,9760328,100.00,28,21,0,
2025-12-25,9760328,9760328,100.00,28,21,0,
2025-12-26,9760328,9685134,99.23,28,21,1,4rpiz
2025-12-27,9760328,9760328,100.00,28,21,0,
2025-12-28,9760328,9760328,100.00,28,21,0,
2025-12-29,9760328,9760328,100.00,28,21,0,
2025-12-30,9760328,9760328,100.00,28,21,0,
2025-12-31,9760328,9760328,100.00,28,21,0,
2026-1-1,9760328,9760328,100.00,28,21,0,
2026-1-2,9760328,9760328,100.00,28,21,0,
2026-1-3,9760328,9760328,100.00,28,21,0,
2026-1-4,9760328,9760328,100.00,28,21,0,
2026-1-5,9760328,9760328,100.00,28,21,0,
2026-1-6,9760328,9760328,100.00,28,21,0,
2026-1-7,9760328,9760328,100.00,28,21,0,
2026-1-8,9760328,9760328,100.00,28,21,0,
2026-1-9,9760328,9760328,100.00,28,21,0,
2026-1-10,9760328,9747479,99.87,28,21,1,4rpiz
2026-1-11,9760328,9760328,100.00,28,21,0,
2026-1-12,9760328,9760328,100.00,28,21,0,
