day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,7201345,6870494,95.41,14,13,1,cekdc
2025-12-15,7201345,6864262,95.32,14,13,3,"67t6p, cekdc, x6ufc"
2025-12-16,7201345,6854609,95.19,14,13,2,"cekdc, x6ufc"
2025-12-17,7201345,6758988,93.86,14,13,2,"cekdc, x6ufc"
2025-12-18,7201345,6592301,91.54,14,14,3,"cekdc, wnuri, x6ufc"
2025-12-19,7201345,7152870,99.33,14,13,2,"wl5yo, x6ufc"
2025-12-20,7201345,7170643,99.57,14,13,3,"cxuqe, wl5yo, x6ufc"
2025-12-21,7201345,7163875,99.48,14,13,1,wl5yo
2025-12-22,7201345,7060720,98.05,14,13,2,"wl5yo, wnuri"
2025-12-23,7201345,7131616,99.03,14,13,2,"wl5yo, x6ufc"
2025-12-24,7201345,7150356,99.29,14,13,2,"wl5yo, x6ufc"
2025-12-25,7201345,7174728,99.63,14,13,1,x6ufc
2025-12-26,7201345,7123005,98.91,14,13,3,"wl5yo, wnuri, x6ufc"
2025-12-27,7201345,6522124,90.57,14,13,9,"5fpzb, 67t6p, 6bp3h, axmok, cekdc, cxuqe, wl5yo, wnuri, x6ufc"
2025-12-28,7201345,7027452,97.59,14,13,1,axmok
2025-12-29,7201345,7168404,99.54,14,13,1,wl5yo
2025-12-30,7201345,7106839,98.69,14,13,2,"cxuqe, wnuri"
2025-12-31,7201345,7179343,99.69,14,13,1,x6ufc
2026-1-1,7201345,7157967,99.40,14,13,1,x6ufc
2026-1-2,7201345,6564327,91.15,14,14,7,"67t6p, cekdc, cxuqe, mlbpy, wl5yo, wnuri, x6ufc"
2026-1-3,7201345,6914220,96.01,14,13,3,"67t6p, cxuqe, wl5yo"
2026-1-4,7201345,7201345,100.00,14,13,0,
2026-1-5,7201345,7201345,100.00,14,13,0,
2026-1-6,7201345,7201345,100.00,14,13,0,
2026-1-7,7201345,7201345,100.00,14,13,0,
2026-1-8,7201345,7201345,100.00,14,13,0,
2026-1-9,7201345,7163152,99.47,14,13,2,"67t6p, wl5yo"
2026-1-10,7201345,7201345,100.00,14,13,0,
2026-1-11,7201345,7201345,100.00,14,13,0,
2026-1-12,7201345,7201345,100.00,14,13,0,
