node_id,node_provider_principal_id,node_provider_name,subnet_id,status
4pqn7-ot5fa-xjabr-kuvkz-rvr4h-5izdl-wkpvn-4krfz-4h7va-w75vk-uae,missing,missing,missing,not found
q2ucv-x7dv5-hheao-ocsye-jbg4z-enm75-ss62d-ehqhj-zwwm3-cap5q-tqe,lq5ra-f4ibl-t7wpy-hennc-m4eb7-tnfxe-eorgd-onpsl-wervo-7chjj-6qe,DFINITY USA Research LLC,io67a-2jmkw-zup3h-snbwi-g6a5n-rm5dn-b6png-lvdpl-nqnto-yih6l-gqe,found
ijqzn-wklsd-asfzv-ixif4-u7lrb-dblfi-mcq2d-nrwuk-d6cys-jgnar-7qe,missing,missing,eq6en-6jqla-fbu5s-daskr-h6hx2-376n5-iqabl-qgrng-gfqmv-n3yjr-mqe,found
diz6c-cfgpz-4itzw-ufwi2-zdc5d-uwcvx-gfhcd-7pjnm-526lr-lyuh5-6ae,missing,missing,nl6hn-ja4yw-wvmpy-3z2jx-ymc34-pisx3-3cp5z-3oj4a-qzzny-jbsv3-4qe,found
wo25n-k5g37-sc6et-n5vpz-xpsrn-t23xp-rrs5j-d5fy2-ibfny-5vrd7-mqe,missing,missing,missing,not found
hdkxy-jonbm-voico-5u7px-6vet6-6i7zx-xm65d-gdswt-2uvss-5o73g-aae,nmdd6-rouxw-55leh-wcbkn-kejit-njvje-p4s6e-v64d3-nlbjb-vipul-mae,Honeycomb Capital (Pty) Ltd,o3ow2-2ipam-6fcjo-3j5vt-fzbge-2g7my-5fz2m-p4o2t-dwlc4-gt2q7-5ae,found
tyv4e-thhn5-svu3d-jvx3v-2hajh-st6i3-ytdnx-waozw-hwxut-jxajr-mae,missing,missing,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,found
pzv3b-av4if-exyju-qfmed-zbeez-2xlcd-sj22c-zdhus-gnwmo-7cbse-aqe,missing,missing,5kdm2-62fc6-fwnja-hutkz-ycsnm-4z33i-woh43-4cenu-ev7mi-gii6t-4ae,found
amjrq-m7xgs-bacs7-g54xa-t72h6-dszrv-7mj3i-6vcbx-3zzb2-6eean-xqe,missing,missing,k44fs-gm4pv-afozh-rs7zw-cg32n-u7xov-xqyx3-2pw5q-eucnu-cosd4-uqe,found
6adxp-p7u63-xsdtk-lo6oc-vpqmi-44hgt-yv652-cbm5p-mssge-wsrz6-oqe,wdjjk-blh44-lxm74-ojj43-rvgf4-j5rie-nm6xs-xvnuv-j3ptn-25t4v-6ae,Fractal Labs AG,uzr34-akd3s-xrdag-3ql62-ocgoh-ld2ao-tamcv-54e7j-krwgb-2gm4z-oqe,found
vsuqg-6hald-hxxxi-bxr2s-e5af5-p5lsr-2sutj-pip7r-co24u-2he35-hqe,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,gmq5v-hbozq-uui6y-o55wc-ihop3-562wb-3qspg-nnijg-npqp5-he3cj-3ae,found
pxyu4-nrrqd-w3vmd-egofs-gpia5-tljnw-gtnuv-rueu6-2sxij-24x3x-gqe,sixix-2nyqd-t2k2v-vlsyz-dssko-ls4hl-hyij4-y7mdp-ja6cj-nsmpf-yae,Starbase,k44fs-gm4pv-afozh-rs7zw-cg32n-u7xov-xqyx3-2pw5q-eucnu-cosd4-uqe,found
dthnm-qd736-u5wwy-jraq2-tfmuv-53q5s-acqzu-2pavq-mdzf2-v6y56-rqe,67gkg-gkgzz-g2ubz-3cc6h-jr3zm-twsii-7i325-r3gzr-kp2kh-dwxg6-pqe,Fritz Huie,missing,found
jamsd-hvypj-w56fb-4cwvt-tqbmo-6652c-eaw2u-3njxg-5nfe7-ae6ht-bae,missing,missing,fuqsr-in2lc-zbcjj-ydmcw-pzq7h-4xm2z-pto4i-dcyee-5z4rz-x63ji-nae,found
c6on3-qhvg5-k5v5v-wcson-2wek7-blvc7-xnr54-gyakg-6etp7-khw33-qqe,wdjjk-blh44-lxm74-ojj43-rvgf4-j5rie-nm6xs-xvnuv-j3ptn-25t4v-6ae,Fractal Labs AG,pjljw-kztyl-46ud4-ofrj6-nzkhm-3n4nt-wi3jt-ypmav-ijqkt-gjf66-uae,found
p6pnd-h7v4x-43jo2-6wei4-p5ek6-dq5ey-awcoi-bs64n-32n6k-4t7ku-3ae,72idx-a7c3y-nrcwc-lboj4-mmsas-sfdpm-gq23i-h2yuy-lykcj-vrxn2-jqe,Peggy Shafaghi,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,found
rp2ka-fxcyf-ghmgv-rgi3q-ugpxs-t2xfv-an2zj-yjzfk-kkpuu-pbha5-5qe,missing,missing,yinp6-35cfo-wgcd2-oc4ty-2kqpf-t4dul-rfk33-fsq3r-mfmua-m2ngh-jqe,found
zcxej-wovzy-rxnvs-bcz3a-ruh4s-a3blo-24ej7-izr7h-toic5-ix5gu-qqe,missing,missing,csyj4-zmann-ys6ge-3kzi6-onexi-obayx-2fvak-zersm-euci4-6pslt-lae,found
xetvj-ysqpy-wnnd4-fbytw-n6arq-w7f5e-fhsuo-7xd67-lwpt2-novnx-iae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,missing,found
rphlf-rfstt-sg5fi-ytcie-gnuwt-osv5d-fg32b-stlgf-5ajgi-tiw2i-eae,missing,missing,jtdsg-3h6gi-hs7o5-z2soi-43w3z-soyl3-ajnp3-ekni5-sw553-5kw67-nqe,found
wjwzb-q3ogf-fi3po-kf6y6-wzuuj-3ac3m-kjvab-fufsm-z2skq-kthkx-xae,missing,missing,uzr34-akd3s-xrdag-3ql62-ocgoh-ld2ao-tamcv-54e7j-krwgb-2gm4z-oqe,found
xfozx-vhnrh-27riw-k6amn-pj4vh-t7qx3-bydxt-p6lv4-7ppyd-432fg-wae,missing,missing,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,found
4d2sj-eqwzi-m7s5g-uj33s-wieqq-kgzyk-qzywl-ptltz-7zryd-sdbsc-uqe,missing,missing,missing,not found
bz73b-igxp6-g5dbn-f3ran-p2t5o-b4q42-guoec-imv4z-mvo25-7p4sp-2ae,missing,missing,lhg73-sax6z-2zank-6oer2-575lz-zgbxx-ptudx-5korm-fy7we-kh4hl-pqe,found
j3wos-4uumz-er7pq-m7fc3-nqm4c-lx64b-h4jp4-gipdn-5osxc-wtbox-sqe,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",gmq5v-hbozq-uui6y-o55wc-ihop3-562wb-3qspg-nnijg-npqp5-he3cj-3ae,found
5irn3-rlxhd-lp3cf-caeka-xu2ph-54ceg-afnwr-atwlj-a33ip-odxsy-iae,missing,missing,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,found
7r7go-kuy2d-xradp-g2yf6-64ft4-tza2v-nbs66-jnxp6-37dda-d6or2-fqe,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,w4rem-dv5e3-widiz-wbpea-kbttk-mnzfm-tzrc7-svcj3-kbxyb-zamch-hqe,found
xlqvn-a6nqo-dsmpl-hq33f-asc6z-haf6v-lpmng-vptat-aay4e-pbtyh-fae,eipr5-izbom-neyqh-s3ec2-52eww-cyfpg-qfomg-3dpwj-4pffh-34xcu-7qe,"87m Neuron, LLC",w4asl-4nmyj-qnr7c-6cqq4-tkwmt-o26di-iupkq-vx4kt-asbrx-jzuxh-4ae,found
3jfof-q5mok-apuqv-du4j7-jqe6i-iga26-zim7o-fcmxg-la35o-5hnqj-tqe,ks7ow-zvs7i-ratdk-azq34-zio2b-gbekj-qjicg-pfhp3-ovhgu-k5qql-dae,"BlockTech Ventures, LLC",missing,found
bbagu-dnle7-gc3zz-7dqkj-aflcj-c5nvr-w36w6-zbk6x-mutkh-sj55s-yqe,cp5ib-twnmx-h4dvd-isef2-tu44u-kb2ka-fise5-m4hta-hnxoq-k45mm-hqe,ACCUSET SOLUTIONS,missing,found
z4jw5-v4ee6-aa7gr-5axkc-4ocjy-v5vv5-inwc6-ma4hw-mb7jv-3skxy-eqe,qdj4d-76lh3-w2q5i-kwjcd-643pq-pk42d-cziag-4hkau-35gib-m7s33-6qe,"Boolean Bit, LLC",uzr34-akd3s-xrdag-3ql62-ocgoh-ld2ao-tamcv-54e7j-krwgb-2gm4z-oqe,found
5osj4-6yxs6-czubw-7e547-kbpd5-j2na3-37ciw-xhu7l-pqefv-orvkk-bae,mme7u-zxs3z-jq3un-fbaly-nllcz-toct2-l2kp3-larrb-gti4r-u2bmo-dae,Wolkboer (Pty) Ltd,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,found
l2bzb-vpnu6-jlsae-poddg-5hpnz-bx54x-3khc2-aazpn-bop4m-zforf-uqe,missing,missing,6pbhf-qzpdk-kuqbr-pklfa-5ehhf-jfjps-zsj6q-57nrl-kzhpd-mu7hc-vae,found
djil5-54fkt-55svu-26a7h-ttflx-dqn6u-3w3j6-zyuwg-cfwuo-7oi46-uae,missing,missing,pae4o-o6dxf-xki7q-ezclx-znyd6-fnk6w-vkv5z-5lfwh-xym2i-otrrw-fqe,found
d7uw7-epfl6-7vcof-oband-nmx6z-hvowm-kjcdj-xlyww-3bzft-ymnv4-hae,5zqo2-omblo-i7knq-qyrfu-mjccn-tljyd-qslab-b7ukn-7tshi-pbeke-pae,Jeffrey Schnettler,4ecnw-byqwz-dtgss-ua2mh-pfvs7-c3lct-gtf4e-hnu75-j7eek-iifqm-sqe,found
5v6bx-3443d-zvacu-gas5w-uopbm-yxnob-i6rsh-rlxqh-hna7u-sy2aj-yae,missing,missing,qxesv-zoxpm-vc64m-zxguk-5sj74-35vrb-tbgwg-pcird-5gr26-62oxl-cae,found
jlb2x-vto3e-r2yf4-adrqu-3gult-4fpun-besaz-4nynm-gcmht-nziru-lae,7ryes-jnj73-bsyu4-lo6h7-lbxk5-x4ien-lylws-5qwzl-hxd5f-xjh3w-mqe,Archery Blockchain SCSp,gmq5v-hbozq-uui6y-o55wc-ihop3-562wb-3qspg-nnijg-npqp5-he3cj-3ae,found
yttmc-lxazf-6ctyr-aqchl-g5est-gut4i-qltuy-gds2b-7vhfu-43xey-2qe,missing,missing,mpubz-g52jc-grhjo-5oze5-qcj74-sex34-omprz-ivnsm-qvvhr-rfzpv-vae,found
ptzzn-jphjl-476ql-lgyrk-37oa6-zxhat-ynn4f-fm2ry-r3cmf-lx7e6-uae,missing,missing,2fq7c-slacv-26cgz-vzbx2-2jrcs-5edph-i5s2j-tck77-c3rlz-iobzx-mqe,found
6bp3h-ds5qd-6o7ae-6nmnu-brwpj-2c5iw-yjfnk-4drxh-vxa2o-qcchx-6qe,missing,missing,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,found
srgrm-5pwg2-225hn-fxwdd-zphpu-wwxgu-uxako-avmlx-epw7e-zwkhf-sqe,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,5kdm2-62fc6-fwnja-hutkz-ycsnm-4z33i-woh43-4cenu-ev7mi-gii6t-4ae,found
yikms-ku6l6-3brmt-a7wji-oizgc-gopwj-my4wn-y2nsq-mjq6q-acuaw-7ae,6r5lw-l7db7-uwixn-iw5en-yy55y-ilbtq-e6gcv-g22r2-j3g6q-y37jk-jqe,Sygnum Bank,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,found
pzuk7-f54ar-77de6-nkxs2-ybva6-dpn63-blie4-rg2no-vtyl7-pvviz-tqe,s5nvr-ipdxf-xg6wd-ofacm-7tl4i-nwjzx-uulum-cugwb-kbpsa-wrsgs-cae,Mariano Stoll,snjp4-xlbw4-mnbog-ddwy6-6ckfd-2w5a2-eipqo-7l436-pxqkh-l6fuv-vae,found
mlbpy-pvy7z-gfwcb-5bakp-cuubm-prmi3-dppq6-rlepq-nkyvb-u7acf-fqe,missing,missing,eq6en-6jqla-fbu5s-daskr-h6hx2-376n5-iqabl-qgrng-gfqmv-n3yjr-mqe,found
25a7h-yfxtk-5wcoz-p56pu-bzpsa-xkr4h-7mlkz-slh2e-iwrtk-kqeav-cae,missing,missing,yinp6-35cfo-wgcd2-oc4ty-2kqpf-t4dul-rfk33-fsq3r-mfmua-m2ngh-jqe,found
xsa4m-ko3b7-2zvcf-56q55-ahyqi-2qkho-obuu3-l4otg-4z6fn-n2r6i-cae,7at4h-nhtvt-a4s55-jigss-wr2ha-ysxkn-e6w7x-7ggnm-qd3d5-ry66r-cae,Blockchain Development Labs,io67a-2jmkw-zup3h-snbwi-g6a5n-rm5dn-b6png-lvdpl-nqnto-yih6l-gqe,found
plofy-xgqcd-j5rdn-uby5b-pxymt-w5yzc-jumzd-rhosg-33xha-krwao-sae,rbn2y-6vfsb-gv35j-4cyvy-pzbdu-e5aum-jzjg6-5b4n5-vuguf-ycubq-zae,Allusion,3hhby-wmtmw-umt4t-7ieyg-bbiig-xiylg-sblrt-voxgt-bqckd-a75bf-rqe,found
mh6ne-3zycb-z4p45-lcfrf-lh6of-zelj3-7nuii-mzg7b-zi2ic-s67kx-6qe,missing,missing,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae,found
y7bml-csbq7-euzyf-njmvm-qfftp-iy7lc-wisaq-jlmul-sdo7p-7lkx4-3ae,eatbv-nlydd-n655c-g7j7p-gnmpz-pszdg-6e6et-veobv-ftz2y-4m752-vqe,Bianca-Martina Rohner,uzr34-akd3s-xrdag-3ql62-ocgoh-ld2ao-tamcv-54e7j-krwgb-2gm4z-oqe,found
ega5w-ekfo7-lejfc-fve6j-vnml3-2nmxj-flw2p-564o4-rhier-bz73x-aae,missing,missing,3hhby-wmtmw-umt4t-7ieyg-bbiig-xiylg-sblrt-voxgt-bqckd-a75bf-rqe,found
yszpk-lt4rh-gktee-rctwj-hrajy-vbg62-jy24t-47ua3-mu55b-yxonx-zae,nmdd6-rouxw-55leh-wcbkn-kejit-njvje-p4s6e-v64d3-nlbjb-vipul-mae,Honeycomb Capital (Pty) Ltd,pjljw-kztyl-46ud4-ofrj6-nzkhm-3n4nt-wi3jt-ypmav-ijqkt-gjf66-uae,found
d2ffc-r2mqq-yx3u5-f5j47-davp4-lske5-57oal-ilwph-o2hex-tqaz2-7qe,ucjqj-jmbj3-rs4aq-ekzpw-ltjs3-zrcma-t6r3t-m5wxc-j5yrj-unwoj-mae,Tomahawk.vc,mpubz-g52jc-grhjo-5oze5-qcj74-sex34-omprz-ivnsm-qvvhr-rfzpv-vae,found
xgysg-f6alc-ft2ai-gseic-u3ohh-cvvkf-5pvjh-spcbk-gvkla-bwswo-jae,missing,missing,missing,not found
yim23-u5r3y-yffo3-3hrab-vtvok-nw2qw-uzzbf-mvepc-fvnso-hjar4-6ae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,w4rem-dv5e3-widiz-wbpea-kbttk-mnzfm-tzrc7-svcj3-kbxyb-zamch-hqe,found
myrfu-jkojj-uazua-a7qws-mg5vd-ye4tp-ycg6n-c2wwj-ixkwp-obihw-xae,rbn2y-6vfsb-gv35j-4cyvy-pzbdu-e5aum-jzjg6-5b4n5-vuguf-ycubq-zae,Allusion,missing,found
3yok3-yvswm-l4ior-bjh62-fsi73-vfqp3-77wji-coglq-l2bjw-rxrph-uqe,efem5-kmwaw-xose7-zzhgg-6bfif-twmcw-csg7a-lmqvn-wrdou-mjwlb-vqe,Lukas Helebrandt,bkfrj-6k62g-dycql-7h53p-atvkj-zg4to-gaogh-netha-ptybj-ntsgw-rqe,found
q7fka-agxdc-gtkhm-5nyn7-ncw2o-adcyh-uhqi2-lbmru-5svp7-6lzsc-4qe,missing,missing,missing,not found
l7nbu-afo7y-adwcg-m6ivf-cooqw-v3pwd-jf4w3-kgsbr-tek3p-7n3dh-3ae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,o3ow2-2ipam-6fcjo-3j5vt-fzbge-2g7my-5fz2m-p4o2t-dwlc4-gt2q7-5ae,found
xp737-mf6s2-27fc3-w22ge-g67ck-levhr-yf4a3-f2luo-4xd3y-3veag-pae,6nbcy-kprg6-ax3db-kh3cz-7jllk-oceyh-jznhs-riguq-fvk6z-6tsds-rqe,OneSixtyTwo Digital Capital,shefu-t3kr5-t5q3w-mqmdq-jabyv-vyvtf-cyyey-3kmo4-toyln-emubw-4qe,found
abiez-tmiok-onixf-alhrk-6ki4c-uquml-fnpvd-zirix-brula-uheyo-5ae,missing,missing,missing,not found
sdytw-krjjp-mac6s-wnde7-sulf2-zxzdx-dpoan-4r5fn-qdgol-7buz3-mae,ucjqj-jmbj3-rs4aq-ekzpw-ltjs3-zrcma-t6r3t-m5wxc-j5yrj-unwoj-mae,Tomahawk.vc,lspz2-jx4pu-k3e7p-znm7j-q4yum-ork6e-6w4q6-pijwq-znehu-4jabe-kqe,found
w3phu-4ihah-tqdl6-n32hp-e5254-l6ybu-kvmmx-thj6t-q7z7k-swvi4-iqe,missing,missing,bkfrj-6k62g-dycql-7h53p-atvkj-zg4to-gaogh-netha-ptybj-ntsgw-rqe,found
wjx4k-24wxy-us5yn-qsezv-du4ob-47l55-ffe7f-kn2p6-qquc6-4s4mp-6ae,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,o3ow2-2ipam-6fcjo-3j5vt-fzbge-2g7my-5fz2m-p4o2t-dwlc4-gt2q7-5ae,found
d4ndk-jxgud-mf7j2-63lqc-2f64s-vouw3-l6k2k-akpwd-b4t4d-vur7h-jae,missing,missing,o3ow2-2ipam-6fcjo-3j5vt-fzbge-2g7my-5fz2m-p4o2t-dwlc4-gt2q7-5ae,found
rsp26-d2hko-kvacs-6mdca-dumka-qxiyw-4yzkp-cuwgr-lj7je-v7e6z-4qe,missing,missing,lhg73-sax6z-2zank-6oer2-575lz-zgbxx-ptudx-5korm-fy7we-kh4hl-pqe,found
6wnv3-oxkmg-rtcgq-slqsn-5xlwu-7a27t-524pa-st7b3-epsck-tixsa-uqe,fwnmn-zn7yt-5jaia-fkxlr-dzwyu-keguq-npfxq-mc72w-exeae-n5thj-oae,ANYPOINT PTY LTD,2fq7c-slacv-26cgz-vzbx2-2jrcs-5edph-i5s2j-tck77-c3rlz-iobzx-mqe,found
5az5s-5xxrd-ip5m2-6ps3s-uptc2-mz5gh-5ntqe-bmu7p-bhdyu-x4hu3-dae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,csyj4-zmann-ys6ge-3kzi6-onexi-obayx-2fvak-zersm-euci4-6pslt-lae,found
wxygo-is3kf-lpjzi-hf6co-hch2w-2njm3-cq74x-fcs5t-c44hu-552lw-kae,missing,missing,missing,not found
4pmj2-nvzxw-vuhjr-kx4tt-mux3j-u4iez-x6q53-ldahn-dfz6n-s4yre-yae,missing,missing,w4asl-4nmyj-qnr7c-6cqq4-tkwmt-o26di-iupkq-vx4kt-asbrx-jzuxh-4ae,found
c4xi6-jnokz-uhpvd-lpwoe-hra3h-ph7ia-77clm-xfxf3-lskj2-4fohp-tqe,missing,missing,jtdsg-3h6gi-hs7o5-z2soi-43w3z-soyl3-ajnp3-ekni5-sw553-5kw67-nqe,found
b3ml3-v62hu-gdyb5-2raax-b33g2-nav6y-i5d3n-carmz-tosee-rbhk3-lqe,missing,missing,ejbmu-grnam-gk6ol-6irwa-htwoj-7ihfl-goimw-hlnvh-abms4-47v2e-zqe,found
d7dyc-slisa-nrkkz-hrpee-2xbpi-xjido-shkjk-vrtob-cmfxd-6sevt-5qe,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,k44fs-gm4pv-afozh-rs7zw-cg32n-u7xov-xqyx3-2pw5q-eucnu-cosd4-uqe,found
kwlys-46pnx-4t2m3-wqrly-q5qg5-lzr6p-75c77-celqe-rbtan-oclkg-5ae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,w4asl-4nmyj-qnr7c-6cqq4-tkwmt-o26di-iupkq-vx4kt-asbrx-jzuxh-4ae,found
4xhpj-gsmak-akpfh-z7rro-63yfp-5ewvu-i4o6g-yyrix-yd7xj-cus4y-hqe,missing,missing,mpubz-g52jc-grhjo-5oze5-qcj74-sex34-omprz-ivnsm-qvvhr-rfzpv-vae,found
ogigs-wyvqw-emnfo-ldeuo-6nic6-bdvxc-xu7dg-ji46r-wcxrk-syvqt-gqe,missing,missing,missing,not found
f7hyn-ga437-hpalr-zqueh-4v4fr-zvt7s-galuf-fspe5-fnd6w-rao5b-gae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,found
ballu-bl2a4-dxgw3-cjx3j-fe3rj-mf7xm-46eie-lch5y-uv66w-xan53-dqe,missing,missing,missing,not found
5hpo7-g35qx-gomzb-ev6u4-uuhmm-mx3vz-dtx6z-ey7jc-bgzgw-hhv2i-sae,missing,missing,nl6hn-ja4yw-wvmpy-3z2jx-ymc34-pisx3-3cp5z-3oj4a-qzzny-jbsv3-4qe,found
flzwv-lslut-uvzxu-nrlrj-64b4q-om4c6-amsu4-nswej-io3nd-4gkkg-6ae,missing,missing,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae,found
kxmey-hzsm7-7lfch-yfrbq-ereis-e2t7b-ztii4-7ib5t-fljrs-kjkey-kqe,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,yinp6-35cfo-wgcd2-oc4ty-2kqpf-t4dul-rfk33-fsq3r-mfmua-m2ngh-jqe,found
u4zo2-i6nsc-mowwj-lf6az-s6rdo-caskt-a6yx6-fke5w-qyezs-lyqvn-tqe,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,tdb26-jop6k-aogll-7ltgs-eruif-6kk7m-qpktf-gdiqx-mxtrf-vb5e6-eqe,found
lzesr-3uqtd-qfjez-hasdt-mpjxf-zjyka-4t36m-s3erp-2enfi-5czgn-dqe,missing,missing,missing,not found
ysjs7-fe67q-k7pxe-g4puk-d5z7p-xrtg2-xqcmy-pmpoa-7bcfu-pmlqy-rae,wdnqm-clqti-im5yf-iapio-avjom-kyppl-xuiza-oaz6z-smmts-52wyg-5ae,Virtual Hive Ltd,missing,found
joich-t5ted-j3ibc-n7ytv-bomzl-jqimt-7gc72-xujql-xahtn-grunf-dqe,missing,missing,e66qm-3cydn-nkf4i-ml4rb-4ro6o-srm5s-x5hwq-hnprz-3meqp-s7vks-5qe,found
drvfh-ht2ar-rk7jf-7db5l-6vg3t-ulj4w-qt4ny-h7n3c-3mkc4-wbjuh-lae,missing,missing,missing,not found
kpvfz-zg5cs-5ofal-k5zng-uop7b-gjm4v-z4ug3-sggef-4zu7x-ihvcw-yqe,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,shefu-t3kr5-t5q3w-mqmdq-jabyv-vyvtf-cyyey-3kmo4-toyln-emubw-4qe,found
ew5us-dwxat-fg6sp-opp2j-fjjg7-rcmyj-d3saj-vyych-f3keg-5kor5-yqe,7ryes-jnj73-bsyu4-lo6h7-lbxk5-x4ien-lylws-5qwzl-hxd5f-xjh3w-mqe,Archery Blockchain SCSp,eq6en-6jqla-fbu5s-daskr-h6hx2-376n5-iqabl-qgrng-gfqmv-n3yjr-mqe,found
jtvnx-kem2o-icln6-b4oy6-n5ru5-dmksj-dfk5i-4ejvq-k3unp-47gjb-mae,ucjqj-jmbj3-rs4aq-ekzpw-ltjs3-zrcma-t6r3t-m5wxc-j5yrj-unwoj-mae,Tomahawk.vc,5kdm2-62fc6-fwnja-hutkz-ycsnm-4z33i-woh43-4cenu-ev7mi-gii6t-4ae,found
h6f4o-rlx45-6w5m5-posbc-btmsn-ffrp7-nzc3b-unl2c-sfjof-4a2x3-oae,izmhk-lpjum-uo4oy-lviba-yctpc-arg4b-2ywim-vgoiu-gqaj2-gskmw-2qe,MI Servers,missing,found
llwjk-sgobf-vxycz-muu34-oyozz-lkxak-pzc67-ek4pt-kqmfh-b2b6k-3qe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,ejbmu-grnam-gk6ol-6irwa-htwoj-7ihfl-goimw-hlnvh-abms4-47v2e-zqe,found
dqhdk-ebgsg-zvcgz-wbwja-xdmng-li73v-yrkd2-mblw5-li2wp-blgx5-eqe,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,snjp4-xlbw4-mnbog-ddwy6-6ckfd-2w5a2-eipqo-7l436-pxqkh-l6fuv-vae,found
bi6er-lpmna-ipjfs-24ksp-av45l-4foae-pjgm7-o6fz2-kpobz-v4tbq-dae,missing,missing,yinp6-35cfo-wgcd2-oc4ty-2kqpf-t4dul-rfk33-fsq3r-mfmua-m2ngh-jqe,found
q4ksz-lpvfy-ikkem-wyuaa-abopq-nmu5k-ovh6h-xfoqk-hx3x3-g2bk6-4qe,mme7u-zxs3z-jq3un-fbaly-nllcz-toct2-l2kp3-larrb-gti4r-u2bmo-dae,Wolkboer (Pty) Ltd,tdb26-jop6k-aogll-7ltgs-eruif-6kk7m-qpktf-gdiqx-mxtrf-vb5e6-eqe,found
vgfnl-4phvh-44pk3-yshmp-ckwz3-qnzob-l5wnj-pqn2j-vv5jh-3oewk-xqe,missing,missing,uzr34-akd3s-xrdag-3ql62-ocgoh-ld2ao-tamcv-54e7j-krwgb-2gm4z-oqe,found
myp5p-caup7-ebzvv-wbncv-xu25x-xhxqm-yequa-hzryn-5uoq4-mduul-bae,missing,missing,missing,not found
4bokb-dd7ie-6sx2e-s75z3-ncqvu-rfjzo-gfe4g-lzlma-bship-vmd2o-vqe,missing,missing,pjljw-kztyl-46ud4-ofrj6-nzkhm-3n4nt-wi3jt-ypmav-ijqkt-gjf66-uae,found
tg4ec-b2g4p-h42kd-k7zvb-6rls2-i2q7l-gtr4h-ymr6v-rrez4-w6fao-oqe,missing,missing,tdb26-jop6k-aogll-7ltgs-eruif-6kk7m-qpktf-gdiqx-mxtrf-vb5e6-eqe,found
b7ldm-xgdir-7eraz-sws5m-tzstj-clkrl-hs444-ty5nj-qnkrx-nofhs-hae,6tg64-cdfoh-kl35i-p6qti-sose3-746lr-jk5ex-phuvu-jfu3d-5svwa-7qe,Rishi Sachdev,2fq7c-slacv-26cgz-vzbx2-2jrcs-5edph-i5s2j-tck77-c3rlz-iobzx-mqe,found
