day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-15,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-16,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-17,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-18,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-19,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-20,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-21,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-22,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-23,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-24,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-25,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-26,930382,186076,20.00,3,1,3,"6t4ow, ct3c3, nqhqy"
2025-12-27,930382,484258,52.05,3,2,2,"ct3c3, nqhqy"
2025-12-28,930382,930382,100.00,3,1,0,
2025-12-29,930382,930382,100.00,3,1,0,
2025-12-30,930382,930382,100.00,3,1,0,
2025-12-31,930382,930382,100.00,3,1,0,
2026-1-1,930382,930382,100.00,3,1,0,
2026-1-2,930382,930382,100.00,3,1,0,
2026-1-3,930382,930382,100.00,3,1,0,
2026-1-4,930382,930382,100.00,3,1,0,
2026-1-5,930382,930382,100.00,3,1,0,
2026-1-6,930382,930382,100.00,3,1,0,
2026-1-7,930382,930382,100.00,3,1,0,
2026-1-8,930382,930382,100.00,3,1,0,
2026-1-9,930382,930382,100.00,3,1,0,
2026-1-10,930382,930382,100.00,3,1,0,
2026-1-11,930382,930382,100.00,3,1,0,
2026-1-12,930382,930382,100.00,3,1,0,
