node_id,day_utc,node_reward_type,region,dc_id,node_status,performance_multiplier,base_rewards_xdr_permyriad,adjusted_rewards_xdr_permyriad,subnet_assigned,subnet_assigned_failure_rate,num_blocks_proposed,num_blocks_failed,original_failure_rate,relative_failure_rate,extrapolated_failure_rate
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-14,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9968468468468469
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-15,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9975
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-16,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9983241560928897
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-17,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9971824371918292
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-18,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9972337482710927
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-19,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9986391471989113
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-20,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9981780915508995
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-21,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9981879954699887
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-22,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9972228650775286
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-23,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9979610330765747
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-24,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9984087292566493
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-25,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9961328480436761
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-26,type3.1,"North America,US,Utah",dr1,Unassigned,0.2,310127.57585215603,62025.51517043121,,,,,,,0.9965854768950604
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-27,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.0018533772652388797,2331,3,0.0012853470437017994,0,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-28,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.004024530471444998,5146,15,0.002906413485758574,0,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-29,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.0051322542439794705,5014,54,0.010655090765588003,0.005522836521608532,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-30,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.005965400676078743,4956,14,0.0028169014084507044,0,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2025-12-31,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.0017769002961500495,5205,0,0,0,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2026-1-1,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.0033557046979865775,5084,1,0.00019665683382497542,0,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2026-1-2,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.005968961400716276,5071,6,0.0011818002757533975,0,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2026-1-3,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.011902185674096517,4610,7,0.0015161360190599957,0,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2026-1-4,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.008589511754068717,4392,8,0.0018181818181818184,0,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2026-1-5,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.007267121779343757,4587,13,0.002826086956521739,0,
6t4ow-hnyxb-uwfsz-bn5ig-zfvl7-igyuh-uvdgo-4qw4j-hjwhw-zlrqo-4qe,2026-1-6,type3.1,"North America,US,Utah",dr1,Assigned,1,310127.57585215603,310127.57585215603,x33ed-h457x-bsgyx-oqxqf-6pzwv-wkhzr-rm2j3-npodi-purzm-n66cg-gae,0.011240721102863201,4491,15,0.003328894806924101,0,
