day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,9235975,9235975,100.00,28,1,0,
2025-12-15,9235975,9235975,100.00,28,1,0,
2025-12-16,9235975,9235975,100.00,28,1,0,
2025-12-17,9235975,9235975,100.00,28,1,0,
2025-12-18,9235975,9235975,100.00,28,1,0,
2025-12-19,9235975,9235975,100.00,28,1,0,
2025-12-20,9235975,9235975,100.00,28,1,0,
2025-12-21,9235975,9235975,100.00,28,1,0,
2025-12-22,9235975,9235975,100.00,28,1,0,
2025-12-23,9235975,9235975,100.00,28,1,0,
2025-12-24,9235975,9235975,100.00,28,1,0,
2025-12-25,9235975,9235975,100.00,28,1,0,
2025-12-26,9235975,9235975,100.00,28,1,0,
2025-12-27,9235975,9235975,100.00,28,1,0,
2025-12-28,9235975,9235975,100.00,28,1,0,
2025-12-29,9235975,9235975,100.00,28,1,0,
2025-12-30,9235975,9235975,100.00,28,1,0,
2025-12-31,9235975,9235975,100.00,28,1,0,
2026-1-1,9235975,9235975,100.00,28,1,0,
2026-1-2,9235975,9235975,100.00,28,1,0,
2026-1-3,9235975,9235975,100.00,28,1,0,
2026-1-4,9235975,9235975,100.00,28,1,0,
2026-1-5,9235975,9235975,100.00,28,1,0,
2026-1-6,9235975,9235975,100.00,28,1,0,
2026-1-7,9235975,9235975,100.00,28,1,0,
2026-1-8,9235975,9235975,100.00,28,1,0,
2026-1-9,9235975,9235975,100.00,28,1,0,
2026-1-10,9235975,9235975,100.00,28,1,0,
2026-1-11,9235975,9235975,100.00,28,1,0,
2026-1-12,9235975,9235975,100.00,28,1,0,
