day,region,nodes_count,xdr_permyriad
14-06-2025,Asia:IN,15,493502.6808
15-06-2025,Asia:IN,15,493502.6808
16-06-2025,Asia:IN,15,493502.6808
17-06-2025,Asia:IN,15,493502.6808
18-06-2025,Asia:IN,15,493502.6808
19-06-2025,Asia:IN,15,493502.6808
20-06-2025,Asia:IN,15,493502.6808
21-06-2025,Asia:IN,15,493502.6808
22-06-2025,Asia:IN,15,493502.6808
23-06-2025,Asia:IN,15,493502.6808
24-06-2025,Asia:IN,15,493502.6808
25-06-2025,Asia:IN,15,493502.6808
26-06-2025,Asia:IN,15,493502.6808
27-06-2025,Asia:IN,15,493502.6808
28-06-2025,Asia:IN,15,493502.6808
29-06-2025,Asia:IN,15,493502.6808
30-06-2025,Asia:IN,15,493502.6808
01-07-2025,Asia:IN,15,493502.6808
02-07-2025,Asia:IN,15,493502.6808
03-07-2025,Asia:IN,15,493502.6808
04-07-2025,Asia:IN,15,493502.6808
05-07-2025,Asia:IN,15,493502.6808
06-07-2025,Asia:IN,15,493502.6808
07-07-2025,Asia:IN,15,493502.6808
08-07-2025,Asia:IN,15,493502.6808
09-07-2025,Asia:IN,15,493502.6808
10-07-2025,Asia:IN,15,493502.6808
11-07-2025,Asia:IN,15,493502.6808
12-07-2025,Asia:IN,15,493502.6808
13-07-2025,Asia:IN,15,493502.6808
