node_reward_type,region,monthly_xdr_permyriad,daily_xdr_permyriad
Type3,"Europe,SI,Ljubljana",15415000.0000,506447.6386
Type3dot1,"Europe,HR,Zagreb",15415000.0000,506447.6386
