day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,10008706,9476688,94.68,28,4,25,"2ndxm, 7nj4d, aixb3, avhqm, bmpar, chr5h, e6yck, f5oio, fdqs3, gvqb5, hh3fs, jhyyx, k3a3l, klqlw, pdfrf, qw55j, tyyya, uhrif, vkswv, w7nib, xg4uf, y3zlr, yakc4, zeqw6, zjmit"
2025-12-15,10008706,9197298,91.89,28,4,25,"2ndxm, 7nj4d, aixb3, avhqm, bmpar, chr5h, e6yck, f5oio, fdqs3, gvqb5, hh3fs, jhyyx, k3a3l, klqlw, pdfrf, qw55j, tyyya, uhrif, vkswv, w7nib, xg4uf, y3zlr, yakc4, zeqw6, zjmit"
2025-12-16,10008706,9970978,99.62,28,4,1,yakc4
2025-12-17,10008706,10008706,100.00,28,4,0,
2025-12-18,10008706,10008706,100.00,28,4,0,
2025-12-19,10008706,10008706,100.00,28,4,0,
2025-12-20,10008706,10008706,100.00,28,4,0,
2025-12-21,10008706,10008706,100.00,28,4,0,
2025-12-22,10008706,9984658,99.76,28,4,1,yakc4
2025-12-23,10008706,10008706,100.00,28,4,0,
2025-12-24,10008706,10008706,100.00,28,4,0,
2025-12-25,10008706,10008706,100.00,28,4,0,
2025-12-26,10008706,10008706,100.00,28,4,0,
2025-12-27,10008706,10008706,100.00,28,4,0,
2025-12-28,10008706,9898176,98.90,28,4,1,yakc4
2025-12-29,10008706,9923052,99.14,28,4,1,yakc4
2025-12-30,10008706,10008706,100.00,28,4,0,
2025-12-31,10008706,10008706,100.00,28,4,0,
2026-1-1,10008706,10008706,100.00,28,4,0,
2026-1-2,10008706,10008706,100.00,28,4,0,
2026-1-3,10008706,10008706,100.00,28,4,0,
2026-1-4,10008706,10008706,100.00,28,4,0,
2026-1-5,10008706,10008706,100.00,28,4,0,
2026-1-6,10008706,9553220,95.45,28,4,25,"2ndxm, 7nj4d, aixb3, avhqm, bmpar, chr5h, e6yck, f5oio, fdqs3, gvqb5, hh3fs, jhyyx, k3a3l, klqlw, pdfrf, qw55j, tyyya, uhrif, vkswv, w7nib, xg4uf, y3zlr, yakc4, zeqw6, zjmit"
2026-1-7,10008706,9902859,98.94,28,4,1,yakc4
2026-1-8,10008706,10008706,100.00,28,4,0,
2026-1-9,10008706,10008706,100.00,28,4,0,
2026-1-10,10008706,10008706,100.00,28,4,0,
2026-1-11,10008706,10008706,100.00,28,5,0,
2026-1-12,10008706,10008706,100.00,28,4,0,
