day,region,nodes_count,xdr_permyriad
14-06-2025,Asia:IN,12,746123.7983
14-06-2025,North America:CA,1,506926.7515
15-06-2025,Asia:IN,12,746123.7983
15-06-2025,North America:CA,1,506926.7515
16-06-2025,Asia:IN,12,746123.7983
16-06-2025,North America:CA,1,506926.7515
17-06-2025,Asia:IN,12,746123.7983
17-06-2025,North America:CA,1,506926.7515
18-06-2025,Asia:IN,12,746123.7983
18-06-2025,North America:CA,1,506926.7515
19-06-2025,Asia:IN,12,746123.7983
19-06-2025,North America:CA,1,506926.7515
20-06-2025,Asia:IN,12,746123.7983
20-06-2025,North America:CA,1,506926.7515
21-06-2025,Asia:IN,12,746123.7983
21-06-2025,North America:CA,1,506926.7515
22-06-2025,Asia:IN,12,746123.7983
22-06-2025,North America:CA,1,506926.7515
23-06-2025,Asia:IN,12,746123.7983
23-06-2025,North America:CA,1,506926.7515
24-06-2025,Asia:IN,12,746123.7983
24-06-2025,North America:CA,1,506926.7515
25-06-2025,Asia:IN,12,746123.7983
25-06-2025,North America:CA,1,506926.7515
26-06-2025,Asia:IN,12,746123.7983
26-06-2025,North America:CA,1,506926.7515
27-06-2025,Asia:IN,12,746123.7983
27-06-2025,North America:CA,1,506926.7515
28-06-2025,Asia:IN,12,746123.7983
28-06-2025,North America:CA,1,506926.7515
29-06-2025,Asia:IN,12,746123.7983
29-06-2025,North America:CA,1,506926.7515
30-06-2025,Asia:IN,12,746123.7983
30-06-2025,North America:CA,1,506926.7515
01-07-2025,Asia:IN,12,746123.7983
01-07-2025,North America:CA,1,506926.7515
02-07-2025,Asia:IN,12,746123.7983
02-07-2025,North America:CA,1,506926.7515
03-07-2025,Asia:IN,12,746123.7983
03-07-2025,North America:CA,1,506926.7515
04-07-2025,Asia:IN,12,746123.7983
04-07-2025,North America:CA,1,506926.7515
05-07-2025,Asia:IN,12,746123.7983
05-07-2025,North America:CA,1,506926.7515
06-07-2025,Asia:IN,12,746123.7983
06-07-2025,North America:CA,1,506926.7515
07-07-2025,Asia:IN,12,746123.7983
07-07-2025,North America:CA,1,506926.7515
08-07-2025,Asia:IN,12,746123.7983
08-07-2025,North America:CA,1,506926.7515
09-07-2025,Asia:IN,12,746123.7983
09-07-2025,North America:CA,1,506926.7515
10-07-2025,Asia:IN,12,746123.7983
10-07-2025,North America:CA,1,506926.7515
11-07-2025,Asia:IN,12,746123.7983
11-07-2025,North America:CA,1,506926.7515
12-07-2025,Asia:IN,12,746123.7983
12-07-2025,North America:CA,1,506926.7515
13-07-2025,Asia:IN,12,746123.7983
13-07-2025,North America:CA,1,506926.7515
