day_utc,base_rewards_total,adjusted_rewards_total,adjusted_rewards_percent,nodes_in_registry,assigned_nodes,underperforming_nodes_count,underperforming_nodes
2025-12-14,987572,987572,100.00,2,0,0,
2025-12-15,987572,987572,100.00,2,0,0,
2025-12-16,987572,987572,100.00,2,0,0,
2025-12-17,987572,987572,100.00,2,0,0,
2025-12-18,987572,987572,100.00,2,0,0,
2025-12-19,987572,987572,100.00,2,0,0,
2025-12-20,987572,987572,100.00,2,0,0,
2025-12-21,987572,987572,100.00,2,0,0,
2025-12-22,987572,987572,100.00,2,0,0,
2025-12-23,987572,987572,100.00,2,0,0,
2025-12-24,987572,987572,100.00,2,0,0,
2025-12-25,987572,987572,100.00,2,0,0,
2025-12-26,987572,987572,100.00,2,0,0,
2025-12-27,987572,987572,100.00,2,0,0,
2025-12-28,987572,987572,100.00,2,0,0,
2025-12-29,987572,987572,100.00,2,0,0,
2025-12-30,987572,987572,100.00,2,0,0,
2025-12-31,987572,987572,100.00,2,0,0,
2026-1-1,987572,987572,100.00,2,0,0,
2026-1-2,987572,987572,100.00,2,0,0,
2026-1-3,987572,987572,100.00,2,0,0,
2026-1-4,987572,987572,100.00,2,0,0,
2026-1-5,987572,987572,100.00,2,0,0,
2026-1-6,987572,987572,100.00,2,0,0,
2026-1-7,987572,987572,100.00,2,0,0,
2026-1-8,987572,987572,100.00,2,0,0,
2026-1-9,987572,987572,100.00,2,0,0,
2026-1-10,987572,987572,100.00,2,0,0,
2026-1-11,987572,987572,100.00,2,0,0,
2026-1-12,987572,987572,100.00,2,0,0,
