day,total_adjusted_rewards_xdr_permyriad,nodes_in_registry,underperforming_nodes
14-06-2025,7756584.9555,18,
15-06-2025,7756584.9555,18,
16-06-2025,7756584.9555,18,
17-06-2025,7756584.9555,18,
18-06-2025,7756584.9555,18,
19-06-2025,7756584.9555,18,
20-06-2025,7756584.9555,18,
21-06-2025,7756584.9555,18,
22-06-2025,7756584.9555,18,
23-06-2025,7756584.9555,18,
24-06-2025,7756584.9555,18,
25-06-2025,7756584.9555,18,
26-06-2025,7756584.9555,18,
27-06-2025,7756584.9555,18,
28-06-2025,7756584.9555,18,
29-06-2025,7756584.9555,18,
30-06-2025,7756584.9555,18,
01-07-2025,7756584.9555,18,
02-07-2025,7756584.9555,18,
03-07-2025,7756584.9555,18,
04-07-2025,7756584.9555,18,
05-07-2025,7756584.9555,18,
06-07-2025,7756584.9555,18,
07-07-2025,7756584.9555,18,
08-07-2025,7756584.9555,18,
09-07-2025,7756584.9555,18,
10-07-2025,7756584.9555,18,
11-07-2025,7756584.9555,18,
12-07-2025,7756584.9555,18,
13-07-2025,7756584.9555,18,
