day,region,nodes_count,xdr_permyriad
14-06-2025,Africa:ZA,12,581549.8822
15-06-2025,Africa:ZA,12,581549.8822
16-06-2025,Africa:ZA,12,581549.8822
17-06-2025,Africa:ZA,12,581549.8822
18-06-2025,Africa:ZA,12,581549.8822
19-06-2025,Africa:ZA,12,581549.8822
20-06-2025,Africa:ZA,12,581549.8822
21-06-2025,Africa:ZA,12,581549.8822
22-06-2025,Africa:ZA,12,581549.8822
23-06-2025,Africa:ZA,12,581549.8822
24-06-2025,Africa:ZA,12,581549.8822
25-06-2025,Africa:ZA,12,581549.8822
26-06-2025,Africa:ZA,12,581549.8822
27-06-2025,Africa:ZA,12,581549.8822
28-06-2025,Africa:ZA,12,581549.8822
29-06-2025,Africa:ZA,12,581549.8822
30-06-2025,Africa:ZA,12,581549.8822
01-07-2025,Africa:ZA,12,581549.8822
02-07-2025,Africa:ZA,12,581549.8822
03-07-2025,Africa:ZA,12,581549.8822
04-07-2025,Africa:ZA,12,581549.8822
05-07-2025,Africa:ZA,12,581549.8822
06-07-2025,Africa:ZA,12,581549.8822
07-07-2025,Africa:ZA,12,581549.8822
08-07-2025,Africa:ZA,12,581549.8822
09-07-2025,Africa:ZA,12,581549.8822
10-07-2025,Africa:ZA,12,581549.8822
11-07-2025,Africa:ZA,12,581549.8822
12-07-2025,Africa:ZA,12,581549.8822
13-07-2025,Africa:ZA,12,581549.8822
